Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
3001,"**Донбасс и Запорожье в цифрах

**Согласно открытым данным, **территории ДНР и ЛНР, а также Херсонской и Запорожской областей обладают высоким экономическим и промышленным потенциалом. **Так, **посевные площади** **Херсонской области **составляют **1 968 тысяч гектар**, что **соответствует** общей **площади Словении**. Кроме того, **Херсонская** **и Запорожская области** могут войти в **ТОП-3 регионов по валовому сбору зерна**.

**Объем добычи Запорожского железорудного комбината **составляет **4,5 млн тонн**, что в **9 раз превышает** совместный показатель добычи **немецких предприятий** (**0,53 млн тонн**). Кроме того, **Запорожская АЭС** способна производить почти **столько же электроэнергии, как и все атомные электростанции** **Индии**.

Также стоит отметить, что общая **стоимость месторождений полезных ископаемых Донбасса** составляет **730 трлн рублей**; для сравнения: **ВВП РФ** за 2022 год составил **131 трлн рублей**.","**Donbas and Zaporizhzhia in Numbers**

**According to open data, the territories of the self-proclaimed Donetsk People's Republic (DNR) and Luhansk People's Republic (LNR), as well as the Kherson and Zaporizhzhia regions, possess high economic and industrial potential.** For instance, the arable land in the Kherson region totals 1,968 thousand hectares, which is equivalent to the total area of Slovenia. Additionally, the Kherson and Zaporizhzhia regions could rank among the top three regions by gross grain harvest.

**The production volume of the Zaporizhzhia Iron and Steel Works** amounts to **4.5 million tons**, which is nine times higher than the combined output of German enterprises (**0.53 million tons**). Furthermore, the Zaporizhzhia Nuclear Power Plant can produce almost as much electricity as all of India's nuclear power stations.

It is also worth noting that the total value of mineral deposits in Donbas is estimated at **730 trillion rubles**; for comparison, Russia's GDP for 2022 was **131 trillion rubles**.",No,,,,
3002,"Гроб для Байдена заметили под Москвой

С надписью: «Саркофаг плешивого Байдена»","They spotted a casket for Biden near Moscow with the inscription: ""Sarcophagus of the bald Biden.""",No,,,,
3003,**Разбитые позиции ВСУ**,**Broken positions of the Ukrainian Armed Forces**,No,,,,
3004,"**Соловьёв вышел в эфир с синяками и ссадинами на лице.

**Кажется, у журналиста выдалась нелёгкая ночь, потому что утренний эфир «Соловьев Live» он провёл вот в таком виде .","Sologubov appeared on air with bruises and scratches on his face. It seems that the journalist had a tough night, as he conducted the morning show ""Sologubov Live"" in this condition.",No,,,,
3005,В Архангельске водитель  снёс пятилетнюю девочку.  Ребенок получил перелом левой ключицы и ссадину на лбу,"In Arkhangelsk, a driver knocked down a five-year-old girl. The child sustained a fracture of the left clavicle and a cut on the forehead.",Yes,A,,,
3006,"Российские военные стали активно использовать тактику ВСУ, используя дроны для метания мелких боеприпасов.","Russian military forces have started actively using a tactic employed by the Ukrainian military, employing drones to deploy small munitions.",No,,,,
3007,"В Одессе все как обычно, какой-то вурдалак поймал ""белку"" и устроил бой с невидимым противником...","In Odessa, everything is as usual. Some vampire caught a ""squirrel"" and organized a fight with an invisible opponent...",No,,,,
3008,"**Владимир Соловьев разбушевался и выдал эпичную речь после того, как узнал, что в РФ вернулся** Алексей Панин:

__""Вот сейчас в Россию приехал мерзавец, подонок, ничтожество по фамилии Панин. Как эту убогую мразь могли пустить в Россию — я понимаю. Потому что нет никакого механизма, по которому гражданина России мы не можем пустить в страну. Панин 2 сентября выпустил ролик против СВО на Украине и в слезах потребовал убивать всех русских без исключения. Эту мразь почему до сих пор не арестовали? Почему он до сих пор не в тюрьме?""__","Vladimir Solovyov went on a rant and delivered an epic speech after learning that Aleksey Panin had returned to Russia:

""Here comes the scoundrel, the scum, the nothing that is Panin. I understand how this wretched scum was allowed into Russia. Because there's no mechanism by which we can't allow a Russian citizen into the country. Panin released a video against the Special Military Operation in Ukraine on September 2nd, crying and demanding that all Russians be killed without exception. Why hasn't this scum been arrested yet? Why isn't he in prison?""",No,,,,
3009,"Представляем новый выпуск нашего проекта

Открываем цикл выпусков, в которых подробно разберём украинские и западные фейки, которые в огромном количестве штампуются с первых дней спецоперации.

Созданием фейков о победах, которые необходимы Киеву в качестве духоподъёмного инструмента, занимаются подразделения спецслужб стран НАТО и Украины.

Наша задача — показать, что хотя истина и многолика, но она одна.

👉🏻 [Ведомство](https://t.me/+hC6fbyI08H9iYzVi)","Introducing the new episode of our project.

We're launching a series of episodes in which we'll take a detailed look at the Ukrainian and Western fakes that have been churned out in huge numbers since the first days of the special operation.

The creation of fakes about victories, which Kyiv needs as a morale booster, is being carried out by intelligence units from NATO countries and Ukraine.

Our goal is to show that although the truth has many faces, it is one.

👉🏻 [Agency](https://t.me/+hC6fbyI08H9iYzVi)",No,,,,
3010,"Воин ВСУ ведет стрельбу из станкового противотанкового гранатомёта СПГ-9 прямо в квартире жилого дома, а потом будут рассказывать, как Российские войска бьют по жилым домам...","A Ukrainian military soldier is firing a portable anti-tank grenade launcher (SPG-9) at an apartment in a residential building, and then they will claim that Russian troops are shelling residential areas....",Yes,B,,,
3011,"В Омской области пездюки пытались перебежать дорогу в неположенном месте, но тут неожиданно появился автомобиль и снёс одного из мальцов. 9-летний мальчик отлетел на несколько метров.

Пострадавшего оперативно доставили в больницу с различными травмами","In Omsk Oblast, some boys tried to cross the road in an unauthorized place, but suddenly a car appeared and knocked one of them down. A 9-year-old boy flew several meters.

The injured boy was quickly taken to the hospital with various injuries.",No,,,,
3012,"Власти Конго торжественно открыли пешеходный мост, **но есть один нюанс**…","The authorities of Congo ceremonially opened a pedestrian bridge, but there is one nuance...",No,,,,
3013,Сходил в этот ваш барбершоп,I went to your barbershop.,No,,,,
3014,"**🤬🇺🇦Украинские полицаи кошмарят «опасных преступников»

**Тыловые правоохранители отбирают у жителей последние средства к существованию: например, у 80-летней пенсионерки урожай, который она продаёт, чтобы выжить","**🤬🇺🇦Ukrainian police terrorize ""dangerous criminals""

Supply officers are taking away the last means of subsistence from residents: for example, they are seizing the harvest of an 80-year-old pensioner who sells it to survive.",No,,,,
3015,"**""Вот учитесь, хохлы, не бабки отмывать, а строить! Вот это кацапы красавцы!""**

Так очень непосредственный житель Мариуполя восторгался новым зданием Мариупольской больницы, которую русские построили за 3 месяца. От Украины Мариуполь не видел ничего подобного все 30 лет.","Here is the translation:

""Learn from these Russians, not to launder money but to build! These Russian guys are real construction pros!""

The very direct resident of Mariupol was praising the new Mariupol hospital that the Russians built in just three months. For Ukraine, Mariupol hadn't seen anything like it in all 30 years.",No,,,,
3016,"**В Иране двух ЛГБТ-активисток приговорили к смертной казни из-за «пропаганды гомосексуализма».

**31-летнюю Захру Седики Хамедани (на фото) и 24-летнюю Эльхам Чубдар осудили согласно закону “Мофсед-и-филарц” — обвинение, предъявляемое в Иране при нарушении законов шариата","In Iran, two LGBTQ activists were sentenced to death for ""propaganda of homosexuality."" Zahra Sedik Hamidi (in the photo), aged 31, and 24-year-old Elham Choubdar were convicted under the ""Morality and Decency"" law, which is applied in Iran for violations of Sharia law.",No,,,,
3017,В Краснодаре девушка  торговала пилоткой прямо на улице.  Желающие нашлись быстро.,"In Krasnodar, a girl was selling a pilot cap right on the street. There were soon several interested buyers.",No,,,,
3018,Что-то должно было разбится,Something had to break.,No,,,,
3019,"❗️🇺🇦**Киевские военкомы провели рейд по 427 ночным клубам и вручили аж 119 повесток.

**МоГилизация прошла «успешно», так как остальные несколько тысяч посетителей призывного возраста из-за связей и толстых кошельков призыву не подлежали.","❗️🇺🇦Kyiv military conscription offices conducted a raid at 427 nightclubs and handed out 119 summonses.

The mobilization went ""successfully,"" as most of the thousands of eligible conscripts simply avoided it due to their connections and deep pockets.",No,,,,
3020,"#Денацификация неизбежна🔥

""Воины света"" попали в засаду, попытались спастись, но что-то пошло не так😎","#Denazification is inevitable🔥

""The Warriors of Light"" fell into a trap, tried to escape, but something went wrong😎",No,,,,
3021,Очереди за бесплатным хлебом в Украине🇺🇦,Queues for free bread in Ukraine🇺🇦,No,,,,
3022,**🏳️🇺🇦Российские бойцы берут в плен боевиков ВСУ во время боя.**,**🏳️🇺🇦Russian fighters take Ukrainian Armed Forces militants captive during a battle.**,No,,,,
3023,"В уфимской Шакше таксист переехал упавшую перед машиной женщину.

На помощь тут же поспешили очевидцы. Мужчины, собравшись, разом подняли авто и убрали его в сторону, а на место были вызваны медики. Сообщают, что женщина чудом осталась жива — лежит в больнице с серьезными травмами","In Shaksha, a city near Ufa, a taxi driver ran over a woman who had fallen in front of his car. Witnesses rushed to help immediately. Men gathered and lifted the car together, moving it to the side. Medical personnel were called to the scene. It is reported that the woman miraculously survived but is in the hospital with serious injuries.",No,,,,
3024,Алконафты устроили эпичный махач у в Одессе🇺🇦,Alkonafty had an epic battle in Odessa🇺🇦,No,,,,
3025,"❗️**В Бердянске был взорван автомобиль принадлежащий властям(РФ),** после чего произошла перестрелка.

Как минимум один человек в больнице, сообщили СМИ.","A car belonging to the Russian government was blown up in Berdyansk, followed by a shootout.

At least one person is in the hospital, media reported.",No,,,,
3026,Угадайте страну по фотографии.,Guess the country from the photo.,No,,,,
3027,🇷🇺🇺🇦 Донбасс. Всё что осталось от украинского Ми-8.,Donbass. All that remains of the Ukrainian Mi-8.,No,,,,
