Index,channel_id,post_id,date,Post,Trans,Label,Type
26,1409438904,31773,2024-10-07 19:02:26+00:00,"🚨🚔🇻🇪 **Reportan detención del jefe de escoltas de Manuel Rosales**

https://alertas24.com/reportan-detencion-del-jefe-de-escoltas-de-manuel-rosales/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Sigue a Alertas24 en Instagram para recibir más contenido relevante al instante:**

https://instagram.com/Alertas24

Alertas 2️⃣4️⃣",🚨🚔🇻🇪 **Manuel Rosales's Head of Security Reportedly Arrested** https://alertas24.com/reportan-detencion-del-jefe-de-escoltas-de-manuel-rosales/ 📡📲 Join our Telegram news channel and stay informed 24/7 and instantly about the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Follow Alertas24 on Instagram to receive more relevant content instantly:** https://instagram.com/Alertas24 Alertas 2️⃣4️⃣,No,
27,1409438904,38393,2025-04-15 15:42:03+00:00,"🇺🇸🚔 **ICE arresta a presunto miembro del Tren de Aragua en Utah por violencia doméstica**

https://alertas24.com/ice-arresta-a-presunto-miembro-del-tren-de-aragua-en-utah-por-violencia-domestica/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Sigue a Alertas24 en Instagram para recibir más contenido relevante al instante:**

https://instagram.com/Alertas24

Alertas 2️⃣4️⃣",🇺🇸🚔 **ICE arrests alleged Tren de Aragua gang member in Utah for domestic violence** https://alertas24.com/ice-arresta-a-presunto-miembro-del-tren-de-aragua-en-utah-por-violencia-domestica/ 📡📲 Join our Telegram news channel and get 24/7 instant updates on the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Follow Alertas24 on Instagram for more relevant content instantly:** https://instagram.com/Alertas24 Alertas 2️⃣4️⃣,No,
28,1375124677,61828,2025-11-29 15:52:36+00:00,"**🇺🇸🇻🇪✈️ El presidente Trump dice que el espacio aéreo en Venezuela está “cerrado en su totalidad”.**

""Esto ocurre después de que @PeteHegseth dijera que Estados Unidos recién está comenzando a matar narcoterroristas.""

**""Quizás pronto veamos una invasión de Venezuela para que ****@MariaCorinaYA****, que necesitará el respaldo financiero y militar de Estados Unidos, pueda asumir el poder en un país que nunca podrá gobernar sin la ayuda de Estados Unidos.""**

""Ella fracasará.China tiene demasiados activos en Venezuela.No tendrá éxito con su cambio de régimen y los contribuyentes estadounidenses tendrán que pagar la factura.""

**Laura Loomer, periodista de investigación de la agencia de noticias Project Veritas, EE.UU**

🌍📡 🇻🇪  𝗖𝗮𝗻𝗮𝗹 𝗣𝗮𝘁𝗿𝗶𝗮 𝗗𝗶𝗴𝗶𝘁𝗮𝗹.

Telegram
https://t.me/PatriaDigital

Instagram
https://bit.ly/43sxGxA

Canal en WhatsApp
https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K","**🇺🇸🇻🇪✈️ President Trump says Venezuelan airspace is “completely closed.”** “This comes after @PeteHegseth said the United States is only now beginning to kill narco-terrorists.” **“Perhaps we will soon see an invasion of Venezuela so that ****@MariaCorinaYA****, who will need US financial and military backing, can assume power in a country she can never govern without US help.”** “She will fail. China has too many assets in Venezuela. She will not succeed with her regime change, and US taxpayers will have to foot the bill.” **Laura Loomer, investigative journalist for the news agency Project Veritas, USA** 🌍📡 🇻🇪 Digital National Patria Channel. Telegram https://t.me/PatriaDigital Instagram https://bit.ly/43sxGxA WhatsApp Channel https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K",No,
29,1375124677,41176,2024-06-08 21:41:14+00:00,"#LOÚLTIMO


🔴 **Presidente Maduro declara la Motopirueta como deporte nacional**

El presidente Nicolás Maduro declaró la actividad de motopirueta como deporte nacional en Venezuela.

Soy el presidente de los motopiruetas y tenemos que acabar con la discriminación, con la represión y con cualquier forma de maltrató contra esta actividad, dijo.

[Con información de Polianalitica]


📡 🇻🇪𝗥𝗘𝗗𝗘𝗦 𝗦𝗢𝗖𝗜𝗔𝗟𝗘𝗦

Telegram
https://t.me/PatriaDigital

Instagram
https://bit.ly/4aeiHsj

Sigue nuestro Canal de WhatsApp Nuevo Enlace:
 https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K","#LATEST 🔴 **President Maduro declares Motodrama a national sport** President Nicolás Maduro declared motodrama a national sport in Venezuela. ""I am the president of motodrama riders, and we must end discrimination, repression, and any form of mistreatment against this activity,"" he said. [With information from Polianalitica] 📡 🇻🇪SOCIAL MEDIA Telegram https://t.me/PatriaDigital Instagram https://bit.ly/4aeiHsj Follow our WhatsApp Channel New Link: https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K",No,
30,1409438904,23226,2024-01-24 14:37:11+00:00,"🚑🏥 **Un muerto y 8 heridos en choque entre 2 autobuses y una patrulla en Caracas**

https://alertas24.com/sucesos/un-muerto-y-8-heridos-en-choque-entre-2-autobuses-y-una-patrulla-en-caracas/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Sigue a Alertas24 en Instagram para recibir más contenido relevante al instante:**

https://instagram.com/Alertas24

Alertas 2️⃣4️⃣",🚑🏥 **One dead and eight injured in collision between two buses and a patrol car in Caracas** https://alertas24.com/sucesos/un-muerto-y-8-heridos-en-choque-entre-2-autobuses-y-una-patrulla-en-caracas/ 📡📲 Join our news channel on Telegram and get 24/7 instant updates on the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Follow Alertas24 on Instagram for more relevant content instantly:** https://instagram.com/Alertas24 Alertas 2️⃣4️⃣,No,
31,1409438904,34740,2024-12-23 21:14:56+00:00,"🛥️🔍 **Tres pescadores de La Guaira están desaparecidos desde el viernes 20 de diciembre **

https://alertas24.com/tres-pescadores-de-la-guaira-estan-desaparecidos-desde-el-viernes-20-dic/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Sigue a Alertas24 en Instagram para recibir más contenido relevante al instante:**

https://instagram.com/Alertas24

Alertas 2️⃣4️⃣","🛥️🔍 **Three fishermen from La Guaira have been missing since Friday, December 20th** https://alertas24.com/tres-pescadores-de-la-guaira-estan-desaparecidos-desde-el-viernes-20-dic/ 📡📲 Join our news channel on Telegram and get 24/7 instant updates on the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Follow Alertas24 on Instagram for more relevant content instantly:** https://instagram.com/Alertas24 Alertas 2️⃣4️⃣",No,
32,1409438904,30324,2024-08-29 00:31:27+00:00,"🚔🙎🏻‍♂️ **Capturado hombre que mató a adolescente por un tendedero de ropa en Bolívar
**
 https://alertas24.com/capturado-hombre-que-mato-a-adolescente-por-un-tendedero-de-ropa-en-bolivar/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Sigue a Alertas24 en Instagram para recibir más contenido relevante al instante:**

https://instagram.com/Alertas24

Alertas 2️⃣4️⃣",🚔🙎🏻‍♂️ **Man arrested for killing teenager over a clothesline in Bolívar** https://alertas24.com/capturado-hombre-que-mato-a-adolescente-por-un-tendedero-de-ropa-en-bolivar/ 📡📲 Join our Telegram news channel and get 24/7 instant updates on the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Follow Alertas24 on Instagram for more relevant content:** https://instagram.com/Alertas24 Alertas 2️⃣4️⃣,No,
33,1375124677,44510,2024-08-26 14:34:44+00:00,"**🚨🇻🇪🚔 ¿Qué se sabe de la droga incautada en Maiquetía? **

Acá las claves de un duro golpe al narcotráfico:

✔️ Las 3T impregnadas de café, provenía de Colombia y usaron una fachada de un café venezolano.

✔️ Pasó por las trochas Los Vovilleros hacia Rubio, estado Táchira  y de allí con permisología lo trasladaron   a la aduana de Maiquetía.

✔️ En la aduana, la GNB hizo el protocolo de rigor y detectaron que no se trataba de café aromático especial sino de droga.

✔️ La idea era contratar el servicio de carga de CONVIASA, el Gerente de Carga de la aerolínea, Tcnel. César Pérez, quien también es presidente de EMTRASUR, alertó de la situación.

✔️ Es decir, César Pérez, no está detenido, es testigo y colabora con la investigación.

✔️ El dueño de la empresa comercializadora Café El Faraón, Daniel Sepúlveda, huyó a Cúcuta, Norte de Santander - Colombia.

✔️ Se ejecutaron allanamientos en la comercializadora Café El Faraón en Rubio y se recaudaron elementos criminalísticos.

✔️ Se incautaron 9 teléfonos.

✔️ En una primera instancia se detuvieron 10 personas, 8 en Caracas y 2 en Táchira.

✔️ La droga saldría de Venezuela, pasaría por Moscú y luego llegaría a Afganiftan en un avión de la aerolínea de Turkish Airlines, pero fue detectada dando un duro golpe al narcotráfico.

Las investigaciones continúan.

Acá te lo cuento.

Madelein García TeleSUR
https://t.me/MadeleinGarcia


📡 🇻🇪𝗥𝗘𝗗𝗘𝗦 𝗦𝗢𝗖𝗜𝗔𝗟𝗘𝗦

Telegram
https://t.me/PatriaDigital

Instagram
https://bit.ly/4aeiHsj

Sigue nuestro Canal de WhatsApp Nuevo Enlace:
 https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K","**🚨🇻🇪🚔 What is known about the drugs seized in Maiquetía?** Here are the key points of a major blow to drug trafficking: ✔️ The three packages, impregnated with coffee, came from Colombia and used a Venezuelan coffee as a front. ✔️ They passed through the Los Vovilleros trails towards Rubio, Táchira state, and from there, with the proper permits, were transported to the Maiquetía customs office. ✔️ At customs, the National Guard (GNB) followed standard protocol and discovered that it was not specialty coffee but drugs. ✔️ The plan was to use CONVIASA's cargo service. The airline's Cargo Manager, Lieutenant Colonel César Pérez, who is also the president of EMTRASUR, alerted authorities to the situation. ✔️ In other words, César Pérez is not under arrest; he is a witness and is cooperating with the investigation. ✔️ Daniel Sepúlveda, owner of the Café El Faraón trading company, fled to Cúcuta, Norte de Santander, Colombia. ✔️ Raids were carried out at the Café El Faraón trading company in Rubio, and forensic evidence was collected. ✔️ Nine cell phones were seized. ✔️ Initially, 10 people were arrested: eight in Caracas and two in Táchira. ✔️ The drugs were to originate in Venezuela, pass through Moscow, and then arrive in Afghanistan on a Turkish Airlines flight, but they were intercepted, dealing a significant blow to drug trafficking. The investigation continues. Here's the latest. Madelein García TeleSUR https://t.me/MadeleinGarcia 📡 🇻🇪 SOCIAL MEDIA Telegram https://t.me/PatriaDigital Instagram https://bit.ly/4aeiHsj Follow our WhatsApp Channel New Link: https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K",No,
34,1375124677,54475,2025-05-13 22:39:33+00:00,"Vicepresidente Sectorial de Planificación, Ricardo Menéndez, sostuvo un encuentro con habitantes de la Comuna José Félix Ribas, en el municipio Plaza del estado Miranda, para conocer sus requerimientos en cuanto a la ejecución de proyectos a realizar mediante las consultas populares.

🌍📡  🇻🇪 𝐂𝐚𝐧𝐚𝐥 𝐏𝐚𝐭𝐫𝐢𝐚 𝐃𝐢𝐠𝐢𝐭𝐚𝐥

Telegram
https://t.me/PatriaDigital

Instagram
https://bit.ly/43sxGxA

Canal en WhatsApp
https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K","Vice President for Planning, Ricardo Menéndez, met with residents of the José Félix Ribas Commune in the Plaza municipality of Miranda state to learn about their needs regarding the implementation of projects to be carried out through public consultations. 🌍📡 🇻🇪 Digital National Channel Telegram https://t.me/PatriaDigital Instagram https://bit.ly/43sxGxA WhatsApp Channel https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K",No,
35,1409438904,20845,2023-10-29 18:49:19+00:00,"🇵🇸⚠️ **Miles de personas saquean almacenes con comida de la ONU en Gaza mientras la cifra de muertos supera los 8.000**

https://alertas24.com/internacionales/miles-de-personas-saquean-almacenes-con-comida-de-la-onu-en-gaza-mientras-la-cifra-de-muertos-supera-los-8-000/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Sigue a Alertas24 en Instagram para recibir más contenido relevante al instante:**

https://instagram.com/Alertas24

Alertas 2️⃣4️⃣","🇵🇸⚠️ **Thousands of people loot UN food warehouses in Gaza as the death toll surpasses 8,000** https://alertas24.com/internacionales/miles-de-personas-saquean-almacenes-con-comida-de-la-onu-en-gaza-mientras-la-cifra-de-muertos-supera-los-8-000/ 📡📲 Join our news channel on Telegram and get 24/7 instant updates on the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Follow Alertas24 on Instagram for more relevant content instantly:** https://instagram.com/Alertas24 Alertas 2️⃣4️⃣",Yes,B
