Sr. no.,Channel ID,Post ID,Post
1,1080134301,19803,"Судя по фотографиям обломков упавших ракет( 2 фото), сомнений быть не может — прилетели именно ракеты комплекса С-300 ВСУ (пример 1 и 3 фото).

❗️Также польское издание Lublin112 сообщает, что на осколках упавших ракет нет маркировки ВС РФ"
2,1144404150,12026,"❗️Брошенные позиции ВСУ на волновахском направлении.

@warjournaltg"
3,1366346975,54687,"**Россия не будет поставлять нефть и нефтепродукты тем странам, которые поддержат лимит цен, так как не будет работать на нерыночных условиях (с) вице-премьер Александр Новак

**Рыночек порешает. 😀😀😀"
4,1366346975,49283,"Отмечаются новые вылеты истребителей ВВС НОАК в направлении Тайваня, а также новые вылеты истребителей США с авиабазы в Японии."
5,1283359437,39472,"В условиях, когда фронт застывает, любое мало-мальски позитивное сообщение важно и придает сил, укрепляет дух людей.

В Песках наши из 1-й Славянской омсбр подровняли линию на пару сотен метров, выровняв по трассе. И то хлеб в этих условиях.

А на хохлотролей и просто безмозглых, которые изрыгают яд по любому поводу, обращать внимания не стоит. Наше дело — воевать, их дело — скулить и гадить. 

Просто когда эти гниды попадают под русский тапок, раздается щелчок и ненадолго специфическая вонь. А потом воздух рассеивается и снова становится свежо.  

@voenkorKotenok"
6,1080134301,15848,Боевая работа расчетов РСЗО «Град» в ходе специальной военной операции.
7,1247556894,4801,"**Київ: важливе на сьогодні** 🔵🟡

🅿️У столиці тимчасово не стягуватиметься оплата за паркування на муніципальних майданчиках.

💚**У Києві з початку року висадили 2 800 дерев, понад 22 тисячі кущів і понад 5 мільйонів квітів.

**⛹🏼До дитячого оздоровчого табору в Естонії  на відпочинок відправилися 44 дитини з родин, які постраждали від війни.

👼🏻За 165 днів повномасштабної війни в Києві народилися 6 367 малюків.

**Детальніше:** https://cutt.ly/EZVqGjk

**Kyiv: important news** 🔵🟡

🅿️Parking in city parking lots will be temporarily free.

💚**Since the beginning of the year, 2,800 trees, 22,000 bushes, and 5 million flowers have been planted in Kyiv**.

⛹🏼44 children from families affected by the war went to a children's health camp in Estonia.

👼🏻6,367 babies have been born in Kyiv in 165 days of full-scale war.

**More details:** https://cutt.ly/EZVqGjk"
8,1093357968,8712,"Российские военнослужащие доставили более 40 тонн гуманитарной помощи для жителей Бородянского района Киевской области. 

В населенные пункты района, взятые под контроль ВС РФ, доставили продукты питания и предметы первой необходимости. 
 
@epoddubny

***
Сбор средств для организации помощи населению Донбасса и других регионов освобожденной Малороссии. 

Перечисление средств в фонд РГМ и фонд им. Елизаветы Глинки контролирую лично. 

2202 2032 5864 7967

карта МИР"
9,1366346975,56399,"⚡️На Запорожской АЭС остановили шестой и последний работавший энергоблок. 

Все, кина не будет — электричество кончилось😜"
10,1109403194,34289,"Артиллерия Отважных выжигает противника тяжелыми огнеметными системами на Северском направлении. Корректировка ведется с коптера.

@sashakots"
11,1080134301,17119,Папаша устроил фаер шоу для своей семьи
12,1511148555,14378,**Техника в зимнем камуфляже в Белоруссии где-то недалеко от границы с Украиной**
13,1469021333,14729,"**🗡****Антуражні фото ~~Верденської м'ясорубки в кольорі~~ 53-ї бригади на обороні рубежів Бахмута

**Не звертаючи уваги на погодні умови: дощ, холод, який пробирає до кісток, багнюку — артилерійський розрахунок у повній темряві діє як злагоджений механізм, наближаючи Перемогу України!

Джерело: Генеральний Штаб, [фотографи](http://Instagram.com/libkos) Костянтин та Влада Ліберові"
14,1536211233,106,"⚡️Hostomel airport under Ukrainian control — Office of the President

UPDATE: Ukraine's artillery still works

UPDATE 2: 100% Ukraine’s control"
15,1511148555,11269,🇺🇦🏴‍☠️Причинно следственная связь утеряна нахуй.
16,1457892982,27578,"**❗️Сообщают о пролете ракеты над Черниговской областью в сторону Киева** 

**UPD:** есть сообщения о двух ракетах на Черниговщине. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
17,1536211233,1712,"**🇪🇺The European Commission is ready to introduce a price cap on Russian gas** 

Head of the EU, Ursula von der Leyen, made the statement: “The time has come to impose price limits on pipeline gas supplied from Russia to Europe”.

**🇪🇺Еврокомиссия готова ввести лимит на стоимость газа российского происхождения**

Заявление сделала глава ЕС Урсула фон дер Ляйен: «Пришло время ввести ограничения цен на трубопроводный газ, поставляемый из России в Европу»."
18,1093357968,10816,"Ракета «Сармат» может летать не только через Северный, но и через Южный полюс, при необходимости может использоваться и другая траектория, в том числе в космическом пространстве — заявилкомандующий РВСН генерал Каракаев. 

 ""Сармат"" будет стоять на вооружении РФ до 2070-х годов. 

@epoddubny"
19,1498939244,29395,Сообщают о нескольких взрывах в Николаеве. На видео одно из прилётов
20,1457892982,24499,"⚡️**Глава ВГА Кривого Рога подтверждает удар по городу

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
21,1511148555,13711,"Был хохол войный, стал червь помойный 😂"
22,1457892982,27820,"**Тотальная экономия электроэнергии. Какие ограничения ввели в регионах:

▪️Киев** — вместо троллейбусов на маршруты вышли автобусы; уже появились графики веерных отключений в городе и области, которые будут введены, если у «Укрэнерго» возникнет необходимость сбалансировать энергосистему. **График на фото👆🏻**;
**▪️Сумы **— отключат водоснабжение, перестанет работать электротранспорт и уличное освещение;
**▪️Ровно** — ограничат использование электротранспорта на 50%;
**▪️Волынь** — вводится ограничение потребления электроэнергии для промышленных потребителей;
**▪️Тернополь** — сегодня на маршруты не выйдет весь городской электротранспорт;
**▪️Днепр** — ""режим тотальной экономии электроэнергии"";
**▪️Харьков** — в метро увеличивают интервал движения поездов;
**▪️Кировоградская область** — на улицах всех населенных пунктов не будет работать освещение. Также троллейбусы могут не выехать на маршруты;
**▪️Полтава** — Энергопотребление будет сокращено на 50%. После обеда на маршрутах будут только автобусы;
**▪️Николаев** — 60% троллейбусов завтра на линию не выйдут, светофоры также не будут работать;
**▪️Львов** — были отключения ночью. В течение дня будет отключение промышленных потребителей.

Отключений электроэнергии можно избежать, если экономить.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
