Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
7001,"🚎**У столиці відновлено роботу двох тролейбусних маршрутів – №№ 16 і 23**

🚎**№ 16** курсуватиме від вулиці Туполєва до Майдану Незалежності, тимчасово вулицею Дорогожицькою.

🚎**№ 23** – від вулиці Туполєва до Лук’янівської площі.

❌Відповідно припиняється рух тимчасових тролейбусних маршрутів № 16К та № 23К.

💪Наступною фахівці КП «Київпастранс» ремонтуватимуть ділянку контактної мережі, яку пошкоджено внаслідок збройної агресії рф, на проспекті Перемоги.

📲Нагадуємо, що сервіс руху міського транспорту тепер є у [застосунку «Київ Цифровий».](https://t.me/KyivCityOfficial/4498)","🚎**In the capital, two trolleybus routes, numbers 16 and 23, have resumed operation.**

🚎**Route 16** will run from Tupoleva Street to Independence Square via Dorohozhycha Street.

🚎**Route 23** will run from Tupoleva Street to Lukyanivska Square.

❌The temporary trolleybus routes 16K and 23K are suspended.

💪The specialists of the KPP ""Kyivpastранс"" will repair the section of the contact network damaged as a result of the Russian military aggression on Peremohy Avenue.

📲Remember that now the service for the movement of city transport is available in the [Kyiv Digital app](https://t.me/KyivCityOfficial/4498).",No,,,,
7002,"**Київ: важливе на сьогодні** 🔵🟡

🚎Київ продовжує відновлювати транспортну інфраструктуру КП «Київпастранс», пошкоджену внаслідок збройної агресії рф.

🚇Відсьогодні на станції метрополітену «Академмістечко» запрацював вестибюль № 1 – у напрямку станції «Житомирська». 

**🚞На маршруті міської електрички Kyiv City Express сьогодні працювали учні Київської дитячої залізниці.

**📖У муніципальній книгарні «Сяйво книги» 14 липня стартує клуб українського мовлення. 

**Детальніше:** https://cutt.ly/oLEp9dY

**Kyiv: important news** 🔵🟡

🚎Kyiv continues to repair Kyivpastrans' transport infrastructure damaged as a result of Russia's military aggression.

🚇Starting today, vestibule № 1 began working at Akademmistechko metro station in the direction of Zhytomyrska Station.

**🚞Students of the Kyiv Children's Railway worked today on the route of the Kyiv City Express commuter train.

**📖On July 14, a Ukrainian conversation club will launch at the 'Siayvo knygy' public bookstore. 

**More details:** https://cutt.ly/oLEp9dY","**Kyiv: Important News** 🔵🟡

🚎Kyiv continues to repair transport infrastructure damaged due to Russia's military aggression by Kyivpastrans.

🚇Today, vestibule № 1 at Akademmistechko metro station began operating towards Zhytomyrska Station.

**🚞Students of the Kyiv Children's Railway worked today on the route of the Kyiv City Express commuter train.

**📖A Ukrainian conversation club will launch on July 14 at the 'Siayvo knygy' public bookstore.

**More details:** [https://cutt.ly/oLEp9dY](https://cutt.ly/oLEp9dY)",No,,,,
7003,"**У муніципальній книгарні «Сяйво книги» завтра стартує клуб українського мовлення💙💛

☕️**До клубу запрошують усіх, хто хоче вивчати українську мову, тільки починає говорити українською і шукає підтримки, відчуває нестачу розмовної практики або просто хоче корисно й цікаво провести час в українськомовному середовищі.

**✔️**Зустрічі плануються щотижня. Їх проводитиме Світлана Лукач — кандидатка педагогічних наук, доцентка.

**📖Перша зустріч відбудеться 14 липня о 18:00 за адресою: вул. Велика Васильківська, 6.  Участь безкоштовна. 

**❕У приміщенні книгарні є укриття, яким можна скористатися у разі повітряної тривоги.

▫️▫️▫️

**The 'Siayvo knygy' public bookstore is initiating a Ukrainian speaking club. The first meeting is scheduled for tomorrow💙💛

**☕️The club is open to anyone who wants to study Ukrainian, those who make first steps in speaking Ukrainian and seek support and opportunity to chat, or those who want to spend some quality time in a Ukrainian-speaking environment.

✔️Meetings are scheduled to be held weekly, led by Svitlana Lukach, a candidate for pedagogical sciences and associate professor.

📖**The first meeting will be held on July 14, at Velyka Vasylkivska street, 6. All the club meetings are completely free.

**❕The bookstore has a shelter that can be used in case of an air raid siren.","**The 'Siayvo knyhy' public bookstore is launching a Ukrainian language club. The first meeting is scheduled for tomorrow 💙💛

**☕️The club invites everyone who wants to learn Ukrainian, those who are just starting to speak it and seeking support, those looking to improve their conversational practice, or simply those who want to spend quality time in a Ukrainian-speaking environment.

✔️Meetings are planned to take place weekly, led by Svitlana Lukach, a candidate for pedagogical sciences and associate professor.

📖**The first meeting will be held on July 14 at 6 Velyka Vasylkivska Street. Participation is free.

**❕The bookstore has a shelter available in case of an air raid siren.",No,,,,
7004,"🚇 **На станції метро «Академмістечко» запрацював вестибюль №1 – у напрямку «Житомирської»

**◽️ Станція перейшла у повноцінний графік роботи.  

✔️У повному об'ємі функціонують станції «Дарниця», «Лісова» та «Видубичі».

⏱Інтервал руху поїздів у пікові години 4-5 хвилин, у міжпік – 8-10 хвилин. 

❌Без зупинки поїзди слідують повз станції «Хрещатик», «Дніпро», «Гідропарк», «Майдан Незалежності». Також наразі не працює пересадочний вузол «Хрещатик»-«Майдан Незалежності».

❕Нагадуємо, що під час повітряної тривоги підземні станції метрополітену працюють як укриття.  Для використання підземних станцій як укриття необхідно пройти через турнікети ручного контролю біля контролера.","Metro **At Akadememstechko Station, Platform 1 has resumed operation – in the direction of Zhytomirskaya.**

**◽️ The station has switched to a full operational schedule.**

**✔️ Stations ""Darnytsia,"" ""Lysova,"" and ""Vydubychi"" are fully operational.**

**⏱ During peak hours, train intervals are 4-5 minutes, and between peak hours, they are 8-10 minutes.**

**❌ Trains pass through stations ""Kreshchatyk,"" ""Dnipro,"" ""Hydropark,"" and ""Maidan Nezalezhnosti"" without stopping. Currently, the transfer hub at ""Kreshchatyk""-Maidan Nezalezhnosti"" is not in operation.**

**❗️ We remind you that during air raid alerts, underground metro stations function as shelters. To use the underground stations as shelters, you need to go through manual control turnstiles near the security officer.**",No,,,,
7005,"💪🏻**Завдяки небайдужим містянам «банки одягу» столиці наповнені

**❤️На сьогодні потреба в одязі та постільній білизні закрита повністю завдяки допомозі киян та роботі Гуманітарного штабу. **Дякуємо, що тримаєтеся разом!**","💪🏻Thanks to the impartial craftsmen ""clothing banks,"" the capital is well-stocked.

❤️Today's need for clothing and bedding is fully covered thanks to the assistance of donors and the work of the Humanitarian Hub. Thank you for staying united!",No,,,,
7006,"**Київ: важливе на сьогодні** 🔵🟡

**🚧На Подільському узвозі відновлять покриття з бруківки. **Нині дорожники розбирають покриття, рівняють бордюри. Наступний етап – оновлення основи проїжджої частини.

✔️Триває відновлення 11 житлових будинків, які зазнали найбільших руйнувань внаслідок ракетних обстрілів російськими варварами.

🚇Минулого тижня київським метрополітеном скористалися майже 3,4 мільйона пасажирів.

**Детальніше: **https://cutt.ly/YLnTKC0

**Kyiv: important news** 🔵🟡

**🚧Cobblestone paving on Podilskyi Uzvoz is being renovated. **Road workers are currently dismantling the pavement and leveling curbs. The next step is to renovate the roadway's foundation. 

✔️Restoration is ongoing for 11 residential buildings that suffered the greatest damage from russian rocket attacks.

🚇Last week, nearly 3.4 million passengers used the Kyiv metro.

**More details:** https://cutt.ly/YLnTKC0","**Kyiv: Important News** 🔵🟡

**🚧 Cobblestone paving on Podilskyi Uzvoz is being renovated.** Road workers are currently dismantling the pavement and leveling curbs. The next step is to renovate the roadway's foundation.

✔️ Restoration is underway for 11 residential buildings that suffered the most damage from Russian rocket attacks.

🚇 Last week, almost 3.4 million passengers used the Kyiv metro.

**More details:** [https://cutt.ly/YLnTKC0](https://cutt.ly/YLnTKC0)",No,,,,
7007,"**⛈У столиці гроза: дорожники ліквідовують незначні підтоплення вулично-дорожньої мережі

**🦺Через надмірну кількість опадів виникло кілька незначних підтоплень. На місцях працюють дорожники. Ситуація під контролем.

📞Нагадуємо, що під час грози на місцях можливих підтоплень дорожньої мережі чергує спецтехніка «Київавтодору». У разі підтоплень проїжджої частині чи тротуарів звертайтесь до диспетчерської: 044-284-74-19.

🚒При падінні дерев чи гілок, при травмуванні людей тощо негайно інформувати екстрені служби: 101 або 103. Телефон КАРС: 044-430-37-13.","**⛈Thunderstorm in the Capital: Road Workers Address Minor Flooding of the Street-Droad Network

**🦺Due to excessive rainfall, several minor flooding incidents occurred. Road workers are at the scene. The situation is under control.

📞Remember that during thunderstorms, special equipment from 'Kyivavtodor' is deployed to address potential flooding of road networks. In case of flooded roadways or sidewalks, contact dispatch at 044-284-74-19.

🚒In case of fallen trees or branches, or any injuries, immediately inform emergency services at 101 or 103. The KARS hotline number is 044-430-37-13.",No,,,,
7008,"Друзі! У червні ми розпочали відновлення 11 житлових будинків, які зазнали найбільших руйнувань внаслідок ракетних обстрілів російськими варварами. Нещодавно перевіряли, як тривають роботи на вулиці Чорнобильській. Сьогодні -  на Богатирській, 20.

У будинку - 144 квартири, пошкоджені – 100 квартир. В результаті ракетного удару повністю зруйновані дві стінові панелі сходових клітин, ліфтова шахта, частково зруйновані сходи та сходові майданчики, перегородки, вибиті вікна. Фахівці, які здійснювали експертизу, встановили, що будинок придатний до відновлення. На об’єкті вже розпочали утеплення фасаду, заміну вибитих вікон, виконують роботи із підсилення конструкцій, вивозять будівельне сміття, демонтують зруйновані залізобетонні конструкції.

І сьогодні будівельники знайшли уламок російської в шахті ліфту цього будинку.

Після реконструкції, яку місто планує завершити  до початку опалювального сезону, ця 9-ти поверхівка буде відповідати всім сучасними енергоефективним нормам.","Friends! In June, we began the restoration of 11 residential buildings that suffered the most damage from Russian missile attacks. Recently, we checked the progress on Chernobyl Street. Today, it's Bogatyr Street, 20.

The building has 144 apartments, with 100 damaged. As a result of the missile strike, two internal wall panels of the stairwells were completely destroyed, the elevator shaft was damaged, parts of the stairs and stair landings were destroyed, partitions were damaged, and windows were shattered. Experts who conducted the inspection determined that the building is suitable for restoration. Work has already begun on insulating the facade, replacing broken windows, reinforcing structures, removing construction debris, and demolishing ruined concrete structures.

And today, the builders found a fragment of Russian in the elevator shaft of this building.

After reconstruction, which the city plans to complete by the start of the heating season, this nine-story building will meet all modern energy-efficient standards.",No,,,,
7009,"‼️**Завдяки небайдужим містянам «банки одягу» столиці наповнені

**❤️На сьогодні потреба в одязі та постільній білизні закрита повністю завдяки допомозі киян та роботі Гуманітарного штабу. **Дякуємо, що тримаєтеся разом!

**У разі, якщо потреба в поповненні «банків одягу» з’явиться знову, міська влада обов’язково повідомить про це .

🥾Раніше повідомлялося, що Територіальні центри приймають одяг для вимушених переселенців та осіб, які опинилися в складних життєвих обставинах:

▫️Київський міський територіальний центр соціального обслуговування – вул. Котельникова, 32/11

**▫️Голосіївський район **– вул. Л. Толстого, 25/2

▫️**Дарницький район** – вул. Вербицького, 9-і

**▫️Деснянський район** – вул. Будищанська, 4

▫️**Дніпровський район** – вул. Курнатовського, 7-А

**▫️Оболонський район** – вул. Озерна, 18-А

**▫️Печерський район** – вул. Бойчука, 11-А

**▫️Подільський район** – вул. Братська, 15/9

▫️**Святошинський район** – вул. Жмеринська, 22-А

**▫️** **Солом’янський район** – вул. Волинська, 2

▫️**Шевченківський район** – вул. Білоруська, 11-Б.

**✔️Просять передавати речі чистими, після прання.**","‼️**Thanks to the generous volunteers, the city's ""clothing banks"" are fully stocked.**

**❤️Today's clothing and bedding needs have been completely met thanks to the help of donors and the Humanitarian Staff.** We thank you for staying united!

**In case there is a need to restock the ""clothing banks"" again, the city administration will notify everyone.**

🥾Previously, it was reported that Territorial Centers accept clothing for internally displaced persons and those in difficult life circumstances:

▫️Kyiv City Territorial Center for Social Services – Kotelnykova St., 32/11

**▫️Holosiivskyi District** – Tolstogo St., 25/2

▫️**Darnytsia District** – Verbytska St., 9

▫️Desnyanskyi District – Budynskaya St., 4

▫️Dnipro District – Kurnatovskyi St., 7-A

**▫️Obolon District** – Ozerna St., 18-A

▫️Pechersky District – Boychuka St., 11-A

**▫️Podil District** – Bratska",No,,,,
7010,"**Київ: важливе на сьогодні** 🔵🟡

**❤️‍🩹Майже 1400 громадян пройшли тренінги з домедичної допомоги, організовані містом.** Графік занять: понеділок – п’ятниця із 9:00. Тривалість курсу: 6 годин. Телефон для запису: 044-456-22-84.

🎡Київ незламний, історичний, хрещатий, гастрономічний і туристичний: участь у безкоштовних екскурсіях від міста взяли вже близько 200 осіб.

🤍Багатодітні сім’ї Києва отримають допомогу від Товариства Червоного хреста.

**Детальніше: **https://cutt.ly/hLcrU3p

**Kyiv: important news** 🔵🟡

**❤️‍🩹Almost 1,400 citizens have completed first aid training organized by the city.** Training schedule: Monday to Friday, starting at 9:00. Training duration: 6 hours. To sign up for training, call 044-456-22-84.

🎡Unbreakable, Historic, Сentral, Foodie, and Touristic Kyiv. Nearly 200 people have already taken part in the free excursions from the city.

🤍In Kyiv, families with three or more children will receive aid from the Red Cross Society.

**More details:** https://cutt.ly/hLcrU3p","**Kyiv: Important News** 🔵🟡

**❤️‍🩹Almost 1,400 citizens have completed first aid training organized by the city.** Training schedule: Monday to Friday, starting at 9:00. Training duration: 6 hours. To sign up for training, call 044-456-22-84.

🎡Kyiv is unbreakable, historic, central, foodie, and touristic: nearly 200 people have already participated in free city tours.

🤍Families with three or more children in Kyiv will receive assistance from the Red Cross Society.

**More details:** [https://cutt.ly/hLcrU3p](https://cutt.ly/hLcrU3p)",No,,,,
