Index,Post,Trans,Label,Type
11001,"**⚡️Пишут об иранских БПЛА в Черкасской области

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Write about Iranian UAVs in Cherkasy region

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
11002,"**⚡️Появилась официальная инфа по взрывам в Киеве: проводятся учения для саперов. Взрывы плановые, — КОВА

**Почему при этом некоторые киевляне получили экстренные оповещения, там не уточнили.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","There was official information on the explosions in Kiev: conducted exercises for sappers. Planned explosions - KOVA

**Why some residents of Kiev received emergency alerts, there is no clarification.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
11003,"**❗️В Киеве прозвучал взрыв, его было слышно в разных частях города. Местные СМИ пишут, что после взрывов Киевлянам начали приходить странные экстренные уведомления

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","In Kiev, there was an explosion, it was heard in different parts of the city. Local media write that after the explosions Kiev residents began to receive strange emergency notifications

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
11004,"**⚡️Ахаха. Главе НБУ Шевченко, который **[**недавно подал в отставку**](https://t.me/ukrinformator/26451)**, сообщили о подозрении

**Дело касается периода, когда он возглавлял Укргазбанк. Так, **в течение 2014-2019 годов пятеро подозреваемых (среди которых и Шевченко) незаконно вывели из банка 206 миллионов гривен.** НАБУ сообщает что не знает, где находится Шевченко, поэтому **его подозрение оставили по месту работы**.

Шевченко, когда подавал в отставку, объяснил это состоянием здоровья, но что-то нам подсказывает, что там есть и другие причины😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**.️Ahaha. The head of the NBU Shevchenko, who **[**recently resigned **](https://t.me/ukrinformator/26451)**, was informed of suspicion

**The case concerns the period when he headed Ukrgasbank. During 2014-2019, five suspects (including Shevchenko) illegally withdrew 206 million hryvnias from the bank.** The NABU reports that it does not know where Shevchenko is, so ** his suspicion was left at the place of work**.

Shevchenko, when he resigned, explained it by his state of health, but something tells us that there are other reasons.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
11005,"**Рак кожи? Годен🫡

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Skin cancer? Goden

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
11006,"**#offtop**** Жесть из Таиланда: бывший полицейский устроил стрельбу в детском саду (!) в городе Накланг и застрелил не менее 30 человек, из которых 23 ребёнка (!), **— сообщают местные СМИ

Убийца **напал на детей во время тихого часа и затем скрылся.

UPD:** некоторые СМИ сообщают, что урод-террорист покончил с собой.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**#offtop**** A grudge from Thailand: a former policeman fired at a kindergarten (!) in the city of Naklang and shot at least 30 people, including 23 children (!), ** – reported local media

The killer attacked the children during a quiet hour and then fled.

UPD:** Some media reports that the terrorist freak committed suicide.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
11007,"**Помните оккупанта, у которого **[**гнила рука**](https://t.me/ukrinformator/26531)**? Так вот, украинские ССО спасли этого российского военного, руку которого буквально жрали опарыши

**Это всё, что нужно знать о доброте наших бойцов.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Remember the occupant who **[**rotten hand**](https://t.me/ukrinformator/26531)**? So, the Ukrainian special forces rescued this Russian military, whose hand was literally eaten by rags.

That's all you need to know about the kindness of our fighters.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
11008,"**❗️В Запорожье сообщают о многочисленных взрывах. Этой ночью город уже был атакован и вот опять

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**A lot of explosions have been reported. That night the city was attacked and here it is again.

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
11009,"❗️**Хакеры могут получить полный доступ ко всему содержимому телефонов, где установлен WhatsApp, — заявил Павел Дуров

**По его словам, это стало возможным благодаря** проблеме в системе** **безопасности**, раскрытой **WhatsApp** на прошлой неделе. Всё, что хакеру нужно было сделать, чтобы получить доступ к вашему телефону, — это **отправить вам вредоносное видео или начать видеозвонок с вами в WhatsApp**. 

""Вот почему я удалил WhatsApp со своих устройств несколько лет назад. Его установка создает дверь для входа в ваш телефон"", — предупредил Дуров.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Hackers can get full access to all the contents of the phones where WhatsApp is installed, Durov said.

**According to him, this was made possible by a problem in the system** security** revealed by **WhatsApp** last week. All a hacker had to do to gain access to your phone was to send you a malicious video or start a video call with you on WhatsApp.

That’s why I removed WhatsApp from my devices a few years ago. Its installation creates a door to enter your phone, Durov warned.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
11010,"**Илона Маска снова понесло

**В этот раз, по его словам, мы должны отдать России не только Крым, но и восточные области, потому что там когда-то люди голосовали за пророссийские политсилы.

Хуже Скабеевой стал, ей-богу.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Elon Musk's gone again.

This time, according to him, we must give Russia not only Crimea, but also the eastern regions, because there once people voted for pro-Russian political forces.

Skabeeva is worse, by God.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,
