Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
4001,Беженка из Украины в Германии возмущается😄,,,,,,
4002,"5 июля ФСБ задержали **проректора Российской таможенной академии** Залима Керефова **за продажу наркотиков**. По версии следствия, мужчина был администратором пяти наркошопов на «Гидре». 

Керефов осуществлял закупку/продажу товара со своего служебного компьютера. Подпольная лаборатория, где производились наркотические средства, находилась в частном доме. Её вход оборудован системой пневматического подъема и скрыт под полом в ванной комнате.

Суд арестовал проректора на два месяца. **16 июля Керефов покончил с собой в следственном изоляторе**. Его тело нашли в одиночной камере в СИЗО № 1 Ногинска: окровавленная рука, рядом лезвие от одноразовой бритвы. Была и предсмертная записка, где 37-летний мужчина раскаивается в содеянном",,,,,,
4003,"В Адлере настолько ахуели, что указывают цену за полкило.

Не наёбешь — не проживёшь",,,,,,
4004,"Очередной пример того, как укровоины передвигаются на машинах медицинской помощи",,,,,,
4005,Могилизация укровоинов идет полным ходом💪,,,,,,
4006,Китайские трюкачи,,,,,,
4007,"🇵🇱❌🇺🇦 **Поляк отчитал парня, который возле магазина собирал деньги якобы на помощь украинским детям. 

**""__Польским нужнее__"" - заключил автор видео и добавил, что всё это стыд и позор.",,,,,,
4008,"**18+ Френдли файер среди американских копов

**В США девушка полицейский два раза выстрелила в коллегу-полицейского, ни разу не попав в сопротивляющегося мужчину",,,,,,
4009,"На Украине какой-то кабан в крысу нокаутировал мужика, который отказался платить за фотку с голубем",,,,,,
4010,"**__-Арестович, вы пизд•бол?
-Да!

__**Показательный момент из интервью Люськи.

Здесь соврать не смог",,,,,,
4011,Так выглядит зона помощи украинцам в одном из аэропортов Англии.,,,,,,
4012,"‼️🇺🇸🥊**Воевавший на Украине американский наёмник в очередной раз понял, что он далеко не герой, когда хорошенько получил в метро Нью-Йорка

**Воспитательную денацификацию ему устроил темнокожий житель города.",,,,,,
4013,"В поселке под городом Бор Нижегородской области пьяный  водитель  снес  двух школьников-велосипедистов и скрылся с места ДТП.  11-летний мальчик от полученных травм скончался на месте, его девятилетний товарищ находится в больнице.",,,,,,
4014,🇷🇺🇺🇦 Донбасс. Прапорщик угрожает навернуть чайником одному тормозу 😆.,,,,,,
4015,"В Дагестане свадьба едва не закончилась для жениха больничной койкой - его уронили во время торжества.

Все произошло 9 июля в Буйнакске в банкетном зале «Чинар». Гости поздравляли 25 летнего Гаджи Гасанова с женитьбой, но чуть переборщили и уронили его вниз головой. Празднование пришлось временно прервать для вызова скорой. Приехавшие врачи уговаривали пострадавшего поехать в больницу, но Гаджи решил, что легкое сотрясение мозга - не повод останавливать свадьбу.",,,,,,
4016,"❗️Роскомнадзор еженедельно блокирует популярные VPN сервисы. Под удар уже попали Windscribe, Proton, Proxy Master, Browsec и другие.

Чтобы понимать, что происходит, и видеть полноценную картину дня, мы рекомендуем подписаться на Telegram-канал международного телеканала [RTVI](https://t.me/+deUzzgTdIf9iNzEy). 

Только проверенные новости от профессиональных журналистов. В остальных каналах репосты, здесь — новости. 

Подпишись 👉[ @rtvimain](https://t.me/+deUzzgTdIf9iNzEy)",,,,,,
4017,"**Тёма Лебедев** похвастался тем, что украл с завода **«Азовсталь»** табличку с надписью **«Помещение фекального резервуара»** и повесил её у себя в студии.",,,,,,
4018,🇷🇺🇺🇦 Уничтоженные российской артиллерией транспортные средства ВСУ.,,,,,,
4019,"В Украине чувак решил, что он светофор",,,,,,
4020,"**В Казахстане зверски избили русских парней.

**Кровавая драка произошла на улице Бокейханова. На кадрах видно, как автомобиль подрезает Daewoo Matiz. Сначала начинается перепалка, которая перерастает в откровенную бойню. В итоге двое юношей попали в больницу. У них тяжелые травмы.

""Сотрясение мозга, внутричерепная травма, сильные ушибы, отбито плечо у моего сына, разбиты зубы. Я все понимаю, на дорогах всякое бывает. Водители подрезают, сталкиваются и матерят друг друга. Но чтобы бить вот так жестоко.
Если бы это случилось ночью, не было бы свидетелей, их просто бы закатали там в асфальт, и все"", - заявила мать потерпевшего.

В полиции сообщили, что личности нападавших установлены. Ведется расследование по статье ""Хулиганство"". По ней виновным может грозить два года тюрьмы.",,,,,,
4021,"Произошла классика.

Некий лысик из Самары оскорблял в личных сообщениях мать, просто потому что Я В ДРУГОМ ГОРОДЕ, ЧО ТЫ МНЕ СДЕЛАЕШЬ? 

Итог простой: парня нашли и заставили извиниться",,,,,,
4022,В московском метро был замечен Zумер😎,,,,,,
4023,"Очередные поставки ""неалкогольных"" напитков в подразделения ВСУ.",,,,,,
4024,"❗️🇫🇷**Жёсткие протесты начались и во Франции

**Люди недовольны политикой властей, которая привела к росту цен на продукты и топливо.

Не обошлось и без столкновений — полиция жестко избивала демонстрантов дубинками.",,,,,,
