Index,Post,Trans,Label,Type
26001,"Расчёты самоходных миномётов 2С4 ""Тюльпан"" ВС РФ применяют по укреплениям противника 240-мм 228 килограммовые фугасные активно-реактивные мины 3Ф2. Боеприпас оснащается ракетным двигателем и способен лететь на дальность до 19 км. Для миномёта очень достойно.",,,
26002,"Пишут с мест, что горит завод Антонов.

https://t.me/voenacher/36123",,,
26003,Местные власти подтверждают прилёты по Соломенскому и Шевченковскому районам Киева.,,,
26004,"Призрак Киева, Ирис-Т, С-300, Гепард, Стингеры. Спасибо за то, что не смогли🫡 

😂😂😂",,,
26005,🔥Ещё кадры сильного пожара на объекте (предположительно энергетической инфраструктуры) в Киеве. Город частично обесточен.,,,
26006,"Налёт Гераней на цели в Киеве продолжается. Однако, с Добрым утром!",,,
26007,Люди в коментах просили.,,,
26008,Герани всё ещё в воздухе. Удары по целям в Киеве продолжают наноситься 💥,,,
26009,🔥Зарево от пожара в Киеве после удара дронами камикадзе Герань по объекту.,,,
26010,Герани наводят суету в Киеве 👻,,,
26011,💥Ещё взрывы в Киеве. Перед этим над правым берегом столицы был слышен пролёт Герани,,,
26012,Удары дронами камикадзе Герань по объектам в Киевской области.,,,
26013,Есть прилёт в Киевской области. Взрывы продолжают греметь,,,
26014,💥Взрывы докатились и до самого Киева.,,,
26015,💥Ещё взрывы близ Киева. На объекте Х предварительно пожар,,,
26016,"💥Взрывы близ Киева.
На видео безуспешный тык автоматами в ночное небо в попытке сбить Герани.",,,
26017,"Идёт поражение объектов на Украине дронами камикадзе ""Герань"".",,,
26018,"💥Взрывы в Киевской, Днепропетровской, и Черкасской областях.",,,
26019,"Надо остерегаться всех теорий, ставящих целью боя не нанесение противнику действительного поражения, а только устрашение его какими-либо приемами.

Генерал-майор РККА Свечин А. А.",,,
26020,"ВСУ обстреляли поселок Красная Яруга в Краснояружском районе Белгородской области, по предварительной информации, жертв и пострадавших нет — Гладков

**UPD:** девушка получила осколочные ранения, а мужчина контужен",,,
26021,"В условиях русской капитуляции, которую поручили озвучить Киссенджеру, есть очень забавные и красноречивые нюансы.

Нюанс 1. Капитуляция обставлена максимально оскорбительно. Отсюда у нас начинают кричать, мол, ""они с ума сошли"". Нет, не сошли.

Нюанс 2. Капитуляция сформулирована явно на неприемлемых условиях — полностью сохранить Украину и потом что-то там по Крыму замутить. ""Да они с ума сошли!"" Не сошли.

Нюанс 3. Почему условия настолько демонстративно невыполнимы? А это старая, как мир, технология продажи тебе же твоего же: сначала демонстративно выставлять невыполнимые условия и, в ходе изнурительно хамских переговоров, домотать до ""да ладно, так и быть, мы позволим вам сохранить за собой Крым и, если вы хорошо уступите, то ещё и Донбасс"".

То есть нам пытаются продать наши же территории ценой наших уступок.

Нюанс 4 (главный) Почему сейчас? А вот это самое интересное и смешное. Как ни странно, но наступила та самая зима. И впереди нарастает чёрная яма неуверенности Запада. Западу кровь из носу необходимо успеть развести русских лохов на нынешнюю географию бывшей УССР — чтобы остановить уже начавшийся переход русской экономики на выпуск дронов, высокоточных боеприпасов, защищённых средств связи, чтобы предотвратить окончательный разгром агентуры и резидентуры, сохранить украинских палачей на развод и семя — именно сейчас Западу нужен мир — на унизительных для русских условиях.

Именно поэтому, именно сейчас будет нарастать вой о переговорах.

Как к этому относиться?
Со спокойствием кувалды.
И жечь, жечь, жечь их танки.
И, конечно же, украинские артиллеристы не должны попадать в плен.

А Запад... У Запада впереди много увлекательных событий. Да, они ещё устроят нам кровавые теракты на Новый год, да, ещё много будет боли и страданий. Но капитуляция по-киссенджеровски — это первый звоночек — у кровавых шулеров дёргается веко.

https://t.me/vysokygovorit/10304",,,
26022,"☝️☝️☝️

К слову, прекращению обстрелов Донецка и других городов русского Донбасса сильно поспособствовало бы подавление оставшегося украинского ПВО, чтобы наша фронтовая авиация смогла работать в полную силу!",,,
26023,"Безусловно обстрелы Донецка, [это провокация](https://t.me/voenacher/36076). Именно поэтому дабы на неё не поддаваться, надо рутинно и буднично сносить ВСЮ  критическую инфраструктуру бывшей украины. Это скажется и на фронте, и на боеспособности государства противника. Разбить необходимо не только армию, но и сделать вражескую страну полностью небоеспособной и не интересной для спонсоров. Уничтожение части армии без уничтожения ВПК,промышленных предприятий ( в случае если территория на которой они находятся остается под властью Киева) лишь отстрочит новую большую войну.",,,
26024,Тяжелораненый пациент больницы скончался,,,
26025,"Очень интересно будет потом послушать мнение Затулина и других уважаемых экспертов с федеральных каналов о том, что на войне не надо стремится убивать врагов по ту сторону линии фронта",,,
26026,"Как раз таки наоборот — хорошо просчитанная провокация. Именно во время финала, когда ленты всех СМИ забиты футболом и через этот шум какой-то там обстрел больницы в Донецке просто не пробьется. 

https://t.me/SolovievLive/145874",,,
26027,"Макрон, это тебе карма за Цезари, сука.",,,
26028,"Ещё кадры больницы Калинина в Донецке после террористического удара ВСУ.

Пушилин сообщает об одном тяжелораненом, а также пострадавших средней тяжести.",,,
26029,"Больница Калинина в Донецке, какой-то ад просто",,,
26030,"Донецк, прямое попадание в 6-й корпус больницы Калинина. Пациентов эвакуируют, о пострадавших пока нет информации.",,,
26031,"Обстрел Донецка - провокация и желание вывести наше командование на эмоции, чтоб совершили ошибку.",,,
26032,"И снова укры бьют по Донецку, сегодня буквально целый день...",,,
26033,"Прилёты по центру Донецка

@RtrDonetsk",,,
26034,"**КFOR проведёт учения по разгону баррикад**.

Миссия KFOR под руководством НАТО сообщила, что в ближайшие дни проведет регулярные военные учения вблизи своей базы в муниципалитете Призрен. Целью является обучение **обеспечению свободы передвижения в кризисной ситуации** с привлечением инженерной тяжелой техники и вертолетов, говорится в сообщении. 

Тогда в Сербии пройдут учения по пересечению административной границы с Косово.",,,
26035,И ещё один обстрел Донецка из «Града» или его чехословацкого аналога RM-70...,,,
26036,"**Обстановка в Косово к текущему часу:

**1. Баррикада остаются стоять. КПП Яринье и Брняк остаются закрытыми. Задержанные сербы остаются под арестом. KFOR и EULEX усилили свои патрули в регионе;

2. Возле КПП Яринье со стороны центральной Сербии проходит ранее анонсированный митинг в поддержку косовских сербов. На протест прибыло около 200 человек из Сербии, Республики Сербской и Черногории. В целях безопасности сербская полиция никого не подпускает к КПП ближе, чем на 300 метров; 

3. Главарь непризнанной ""Республики Косово"" Альбин Курти заявил, что просьба Сербии о возвращении её армии и полиции в Косово является __«смехотворной»__. Он также заявил, что албанские боевики из ""полиции Косово"" были отправлены на север края для__ «защиты граждан и задержания преступников»__. 

__«Европейский союз и США оказывают все большее давление на Сербию, чтобы она сделала выбор между демократическим Западом и Россией__», — подчеркнул Курти.

4. Министр обороны Сербии заявил, что ситуация в Косово по-прежнему очень напряженная.",,,
26037,"Хохловские петухи снова ебашут по Донецку Градом. 

Оставайтесь в укрытиях.",,,
26038,"Губернатор Гладков опубликовал фото поврежденного украинской ракетой корпуса птицефабрики, где сегодня погиб гражданский",,,
26039,"Обломок, предположительно, американской ракеты AGM-88 HARM, найденный в Белгороде.

Взято у @notes_veterans",,,
26040,Расчёт ПТРК 11-го гвардейского полка 1-го АК уничтожил пикап ВСУ в районе Первомайского,,,
26041,"По уточненной информации, 1 человек погиб и еще 8 получили ранения в результате украинской ракетной атаки по Белгороду и Белгородскому району",,,
26042,"«Ланцет» уничтожает украинский ЗРК «Оса» в районе Артёмовска (Бахмута)

@The_Wrong_Side",,,
26043,"__«Есть ли риск эвакуации крупных городов как Киева или Одессы? Мы будем держаться, когда люди хотят уехать — они могут уехать, но если город будет пустым, то его легко захватить». 

__Честность — это всегда хорошо 😊",,,
26044,"Губернатор Гладков сообщил, что в Белгороде после украинского ракетного удара четверо гражданских получили ранения средней тяжести. В нескольких многоквартирных домах и частном секторе выбиты окна, есть небольшие повреждения от осколков, также осколками повреждены автомобили. 

В Белгородском районе, к сожалению, есть 1 погибший и 1 раненый. Повреждения получила птицефабрика.",,,
26045,"Привет читатель!

На связи рубрика ""биполяр хохлячьего очка"".  Хорошая фотка, тарасик, который на рубеже 40х мог бы стать отличной новогодней свечкой или куском мыла, сейчас гордо носит патчик своих ебателей. 

Ох уж этот нацизм с хуторским наречием 🤡",,,
26046,"На следующей неделе Путин примет участие в расширенном заседании коллегии Минобороны РФ, также президент России [завтра](https://t.me/voenacher/35830) посетит Минск",,,
26047,"Всего над Белгородским районом было слышно около 12 взрывов. ПВО перехватывало украинские ракеты. 

Били целенаправленно по жилым кварталам. У некоторых повыбивало стекла, побило осколками машины. На местах падения обломков во дворах виднеется дым.",,,
26048,"__«Над Белгородом и Белгородским районом сработала наша система ПВО. Есть последствия на земле. На данный момент известно о четырех пострадавших. Бригады медиков доставляют их в больницу. Нахожусь на месте происшествия. Более подробная информация будет позже»__, — сообщил губернатор Гладков",,,
26049,"ВСУ попытались нанести ракетный удар по Белгороду, сработало ПВО. Предварительно обломки сбитой ракеты упали в жилом квартале.",,,
26050,Свежий репортаж о боях за Марьинку,,,
26051,ВСУ ударили по Петровскому району Донецка из «Града»,,,
26052,"У рагулей новые кровные враги! Цэ ФИФА, которая не дала выступить великому (как он о себе думает) Зеленскому перед финалом ЧМ.",,,
26053,"Ранее не публиковавшиеся осенние кадры поражения польской 155-мм САУ «Краб» с помощью «Ланцета»

@RtrDonetsk",,,
26054,"Продолжение для родни ВСУшников к вот [этому посту.](https://t.me/voenacher/35977?single)

Вы вчера писали нам в предложку и просили доказательства их гибели.",,,
26055,"**🇷🇺🇺🇦💡 Последствия ударов ВС РФ по энергетической инфраструктуре Украине — разбор **[**Рыбаря

**](https://t.me/rybar)Спустя двое суток после [массированного огневого поражения](https://t.me/rybar/42052) 16 декабря можно оценить эффективность российских ударов по критически важным объектам на территории Украины.

Целью было лишить электроснабжения крупные города-миллионники** Киев**,** Харьков**, **Одессу**,** Днепропетровск** и **Запорожье**. 

**▪️Харьков** и **Полтава**: были нанесены удары по** ТЭЦ-5**, **ПС Залютино 330кВ** и **ТЭЦ-2 Эсхар**. 
➖ТЭЦ-5 фактически прекратила работу. 
➖На ПС Залютино уничтожены все автотрансформаторы, повреждено высоковольтное оборудование. 
➖В ТЭЦ-2 удар пришелся по ОРУ 110 кВ. 
➖Уже на следующие сутки было восстановлено электроснабжение. Оставшаяся невредимой **ТЭЦ-3**, генерирующая около** 86МВт**, не может снабжать весь Харьков электроэнергией. Вероятно, что электроснабжение осуществляется через ОРУ **Змиевской ТЭС**. 
➖Для предотвращения этого сценария, вероятно, и наносились удары по **ПС Кременчуг 330кВ** и **ПС Миргород 330кВ**, что привело к отключениям попутно в Полтавской области. Но повреждения, судя по всему, носили некритичный характер, а транзит электроэнергии через **ПС Полтава 330кВ** к утру удалось восстановить. 

**▪️Киев** **и Житомир**: ракеты поразили **ТЭЦ-5**, **ТЭЦ-6** и **ПС Лесная 330кВ
**➖В части районов удалось восстановить электричество (за исключением **Броваров**).  Косвенно это свидетельствует о том, что** ТЭЦ-6** выведена из строя.  
➖Несмотря на сохранение генерации от** Киевской ГЭС**, ситуацию исправить не получилось — вероятно, из-за нанесенных ранее ударов по **ПС Вышгород 110кВ**. 
➖Удар по **ПС Лесная 330кВ** в окрестностях **Коростеня**позволил прервать транзит электроэнергии от **Ровенской АЭС** к **Киеву** через **ОРУ 330кВ** **Чернобыльской АЭС**. 

**▪️Днепропетровск**: повторно нанесены удары по **Приднепровской ТЭС**. Предположительно, поражены **Днепровская ТЭЦ **в **Днепродзержинске** (**Каменское**) и **ПС Павлоградская 330кВ**. 
Свет на Днепропетровщине до сих пор не восстановлен. Энергосистема самого Днепропетровска сильно повреждена в результате предыдущих ударов. 

**▪️Запорожье**: поражена** Днепровская ГЭС
**Несмотря на удары по **машзалу №1 **и** ОРУ 330 кВ**, электроснабжение города не сильно пострадало. Судя по всему, ещё сохраняется возможность передачи мощности через **ПС Запорожская 750кВ** от **Южноукраинской АЭС**.

**▪️Одесса:** удары по подстанциям в городе и области
Последствия удалось частично нивелировать. Хотя электротранспорт в городе не работает, в Одессе уже успели триумфально зажечь ёлку.

**▪️Кривой Рог**: вероятно, удары по **ПС Кировская 330кВ**.
Ситуация сложная из-за **Криворожской ТЭС**: если та и работает, то далеко не на полную мощность (наш разбор [здесь](https://t.me/rybar/40997)). Электроснабжение в городе полностью не восстановлено до сих пор.

**▪️В остальных регионах** электроснабжение восстанавливается, но с ограничениями и введением аварийных графиков. В Львовской, Сумской и Ровенской областях отключения происходили в ответ на удары в других регионах.

**🔻Удары по электростанциям и подстанциям дают свой эффект, но не приносят пока конечный результат.** 

Украинские энергетики занимаются латанием дыр и сбором аварийных схем. Но запас пропускной способности энергосистемы в нескольких регионов уже кончился — сделать с этим ничего нельзя.

Серьёзно затронуло железные дороги: из-за массовых отключений остановились поезда на электротяге. Тепловозов, чтобы исправить ситуацию, явно не хватает: некоторые пассажирские поезда задерживаются по 14 часов. 

**Впервые** было объявлено **чрезвычайное положение** в стране из-за ситуации в электроэнергетике.

Сроки восстановления косвенно указывают на проблемы с точностью ударов: ракеты порой поражают не важные здания и выключатели, а пустыри, оставляя огромные воронки. Повредить так можно разве что изоляторы и провода, которые потом восстанавливаются за 12 часов.

**❗️Но удары по критически важным технологическим узлам ТЭС, ТЭЦ и ГЭС нужно продолжать. Особое внимание стоит уделить Змиевской ТЭС, как главному узлу, на котором сейчас держится электроснабжение Харькова, а также ТЭЦ-3, отвечающей за питание промышленных объектов.
**#разбор #Россия #Украина #электричество
@rybar

__*Поддержать нас: __`4377 7278 0407 7977`",,,
26056,"""Подарки"" от ВСУ в Ворошиловском районе Донецка

@WarInMyEyes",,,
26057,"Последствия вчерашнего обстрела города Счастье в ЛНР из HIMARS. 

Разрушено 4 жилых дома, погибли 3 мирных жителя и еще 5 получили ранения.",,,
26058,Ночные стрельбы 238-ой артиллерийской бригады из РСЗО «Град» на Сватовском направлении,,,
26059,"🇬🇧🇺🇦Риши Сунак [захотел](https://www.bbc.com/news/uk-politics-64006121) предать украинцев и провести аудит поставленного оружия на Украину, причем в контексте «что прислали и какой выхлоп?», уже не говоря о контрабанды западных вооружений Киевом. Причины просты: военный бюджет будет в Англии де факто сокращен, численность ВС страны снизится на минимальный с XVIII века уровень, да и кучу программ (например, ставшую из-за неудач и коррупции мемом программу создания БТР Ajax). Денег-то в стране нет, а благодаря Лиз Трасс и ее политике печатания фунта валюта обрушилась до практически уровня доллара. 
Судя по всему, поддержка Украины будет ослабевать (нет, в ноль не кончится), хотя дипломатически Лондон и дальше будет курировать войну до последнего украинца.

Война История Оружие 
[Подписаться на канал](https://t.me/warhistoryalconafter)",,,
26060,"""Грады"" ЮВО ведут стрельбу",,,
26061,"Вечерний Владлен. 17.12.2022г.

- Обстановка. Бахмут и Марьинка. 
- Удары по ПВО. 
- Батлл [Даниила Бессонова](https://t.me/vladlentatarsky/18132) на Первом канале. 
- Рубрика ""Пока мы воюем"". Кто такие инофоны и программа ""Одинаково разные"".",,,
26062,"**Германия не будет в одностороннем порядке передавать Украине танки западного образца, и это условие сохранится и в следующем году — Шольц.

**__«Мы придерживаемся трех четких принципов. Во-первых, мы поддерживаем Украину в меру наших возможностей. Во-вторых, мы предотвращаем прямую конфронтацию между НАТО и Россией. И, в-третьих, не будет никаких односторонних действий со стороны Германии»,__ — заявил немецкий канцлер.",,,
26063,"Генерал Мороз

https://t.me/warhistoryalconafter/75562",,,
26064,"Хочется верить, что это не просто красивые отчёты от МО. Уничтожение украинского ПВО должно сейчас быть первоочередной задачей! 

https://t.me/vysokygovorit/10294",,,
26065,"☝️☝️☝️

**Уважаемый Рыбарь ****@rybar**** написал **[пост](https://t.me/rybar/42083)** про такой важный элемент украинский пропаганды, как знаменитые ""самообстрелы"". 

**Киевский режим ещё с 2014 года рассказывает, что это русские войска сами специально обстреливают подконтрольные им города, чтобы потом обвинять в обстрелах бедную Украину. А сейчас, когда ВСУ из-за исчерпания имеющихся у них советских арсеналов почти полностью перешли на артиллерию западного производства, представитель Главного управления разведки Украины заявляет, что коварные русские по всему фронту собирают обломки НАТО-вских боеприпасов и свозят их в Донецк. 

В своём посте Рыбарь делает вывод, что такие обвинения нужны для ещё большего усиления ненависти к русским среди населения Украины. Мол ""посмотрите какие подлые и циничные эти рашисты!"". 

Это так, но на наш взгляд есть** ещё один** не менее важный момент: для киевского режима **недопустимо** признание в хаотичных обстрелах городов Донбасса, это несёт большие риски для всей украинской идеологи! 

Вся украинская пропаганда строится на том, что Украина в этом конфликте — жертва. Дескать жили себе мирные украинцы, никого не трогали, а тут пришли клятые ""москали"", отняли Крым и Донбасс, а потом и вовсе полномасштабно напали! Жертва не может никому ничего плохого сделать, понимаете? 

А признание ""да, мы бьем по неподконтрольным нам городам"" может создать у населения Украины много ненужных вопросов: 
— ""А для чего мы целенаправленно бьем по жилым кварталам?"";
— ""Если мы так делали все эти годы, то получается русские не врали и мы действительно нарушали минские соглашения?""; 
— ""А из-за чего же на самом деле тогда война началась?"";
— ""Если мы бьем по неподконтрольным городам, то кто же на самом бьет по Запорожской АЭС?""; 
— ""А может тогда не стоило нашей власти провоцировать Россию и делать всё то, что привело к физическому уничтожению Украины?"". 

Безусловно, мощнейшая идеологическая обработка в течении долгих лет сделала своё дело и значительной части населения будет абсолютно всё равно на признание в военных преступлениях ВСУ на Донбассе, многих это наоборот порадует даже. Но риски в Киеве просчитывают. 

Кроме этого, такие признания — риск на международной арене. В странах ЕС и так проходят митинги с требованиями прекратить спонсировать Украину и заняться решением внутренних проблем. Сейчас людям там говорят, что они делают благородное дело — помогают Украине отстаивать ""свободу, демократию и мировую безопасность"". А тут вдруг может выяснится, что Запад просто помогает не проиграть тому, кто сам виноват во всём происходящем. Как думаете, почему ООН раз за разом заявляет, что **не может** определить, кто обстреливает Донецк или Запорожскую АЭС?",,,
26066,"🇷🇺🇺🇦🖇 Какое показательное видео: в эфире телеканала представитель Главного управления разведки (ГУР) Украины утверждает, что ВСУ, оказывается, не наносят удары по **Донецку.**

По его словам, никаких залпов по городу нет вовсе: все ролики с убитыми мирными жителями он называет __постановочными__ и говорит, что ВС РФ __специально свозят__ на место прилетов найденные остатки боеприпасов западного производства.

Вот **Даниил Безсонов ****@NeoficialniyBeZsonoV** [задает](https://t.me/NeoficialniyBeZsonoV/20623) логичный вопрос: а на кого вообще рассчитаны такие идиотские заявления? Ответ крайне прост: на **самых обычных жителей Украины. 

▪️**В стране на полном серьезе верят в «самообстрелы» Донецка. В данном случае представитель ГУР лишь еще раз озвучил то, что для львиной доли населения страны является __безусловной__ истиной.

▪️В соотвествии с ней **любой **русский вне зависимости от возраста и пола — враг, который не заслуживает права жить. Все это не только результат работы агрессивной пропаганды, но и проявление [украинской государственной идеологии](https://t.me/rybar/41364).

▪️Именно поэтому ВСУ легко [забрасывают](https://t.me/rybar/36254) неподконтрольные города минами-лепестками против гражданских лиц, а местная прокуратура [одобряет](https://t.me/voenacher/33946) расстрел сдавшихся российских пленных.

🔻В этих условиях население Украины будет __искренне__ радоваться терактам убийствам любых жителей России. Никакой рефлексии у них нет: если в российском патриотическом инфополе [могут говорить](https://t.me/rybar/35548) о [случайных жертвах](https://t.me/rybar/37398) среди мирных украинцев в ходе ударов, то по ту сторону фронта такое фактически невозможно. Заявление представителя ГУР тому явное подтверждение.

Положить этому конец можно лишь одним образом: **уничтожить нынешнюю украинскую государственность.** Никакие желаемые [отдельными лицами](https://t.me/vladlentatarsky/18132) договоренности не помогут: в Киеве просто __принципиально__ не будут их выполнять и не удовлетворятся абсолютно** никакими** уступками.

И чем раньше в России придет осознание этого факта, тем быстрее будет решена проблема. Иных вариантов сейчас нет.
#Донецк #медиатехнологии #Россия #Украина
@rybar

__*Поддержать нас:__ `5536 9141 9147 4885`",,,
26067,"Иран нарастил темпы обогащения урана до самого высокого показателя за всю историю атомной промышленности исламской республики, заявил глава Организации по атомной энергии Ирана Мохаммад Эслами",,,
26068,"Главный комендант польской полиции Ярослав Шимчик думал, что ему на Украине подарили использованный гранатомёт, поэтому он случайно выстрелил из него в здании.

__«Когда я переставлял использованные гранатомёты, которые были подарками от украинцев, произошёл взрыв»__, — сказал он в эфире радиостанции RMF FM.

В этой истории прекрасно всё.",,,
26069,"Греция пыталась перехватить турецкие самолеты во время их полета в рамках миссии НАТО «NEXUS ACE», турецкие ВВС дали необходимый ответ и миссия альянса была успешно завершена — Минобороны Турции.

Другие подробности не сообщаются.",,,
26070,"Блин, зато с ним бухать круто, посмотрите как удобно можно ставить пиво на его голову, она же почти полностью квадратная.

https://t.me/vysokygovorit/10293",,,
26071,"Конечно же петухи его не получат до конца войны. Ну или оно под чужим флагом пойдёт. Ну в любом случае, мазепе эту бутылку в дупу затолкает либо флот, либо береговая оборона, и это хорошо",,,
26072,"Там это, в турции украинское корыто спускали, так бутылка шампанского не разбилась. Назвали мазепой (жаль не бендерой дырявым), а как корыто назовёшь,  так оно и всплывет😏",,,
26073,"Во всех подразделениях внутренних войск МВД Белоруссии создадут отряды из военнослужащих запаса, их целями будут при необходимости борьба с ДРГ и незаконными вооруженными формированиями, сообщили в министерстве",,,
26074,"С днем РВСН ! 
Наша редакция с радостью и со всей теплотой поздравляет всех причастных, кто прошел службу или несет её сейчас в этих войсках! От ваших действий зависит без малого весь мир! Еще раз с праздником и спасибо за Вашу работу!",,,
26075,"С 04.12 по 10.12 - недалеко от Сватово. 
Более 30 200ых оставлены всучками по посадкам. Нашим приходится их собирать. 
15 пополняют лагеря для военнопленных, среди них майор с простреленной жопой.",,,
26076,"Наша не особо любимая рубрика, пост для родни всушников. 

Вот эти домой приедут не целиком.",,,
26077,"Защитный купол от осколков снарядов и дронов начали монтировать над хранилищем отработанных ядерных отходов на Запорожской АЭС, сообщают власти региона",,,
26078,Контингент НАТО KFOR усилил патрулирование и свое присутствие на севере Косово на этой неделе и внимательно следит за развитием ситуации — заявление,,,
26079,"Вчера Президент посетил объединённый штаб родов войск, задействованных в специальной военной операции.

Верховный главнокомандующий ознакомился с работой штаба, заслушал доклад о ходе СВО, а также провёл совещание и отдельные встречи с командующими.",,,
26080,"Очередной полк со стратегическим ракетным комплексом «Авангард» с гиперзвуковым управляемым боевым блоком заступил на боевое дежурство в Ясненском ракетном соединении в Оренбургской области, сообщили в Минобороны России",,,
26081,Последствия утреннего обстрела центра Донецка,,,
26082,За прошедшие сутки на территории ДНР от украинских обстрелов погиб 1 мирный житель и еще 7 получили ранения — Штаб Теробороны ДНР,,,
26083,Последствия ночного обстрела Буденновского района Донецка,,,
