Index,Post,Trans,Label,Type
3001,"**Донбасс и Запорожье в цифрах

**Согласно открытым данным, **территории ДНР и ЛНР, а также Херсонской и Запорожской областей обладают высоким экономическим и промышленным потенциалом. **Так, **посевные площади** **Херсонской области **составляют **1 968 тысяч гектар**, что **соответствует** общей **площади Словении**. Кроме того, **Херсонская** **и Запорожская области** могут войти в **ТОП-3 регионов по валовому сбору зерна**. 

**Объем добычи Запорожского железорудного комбината **составляет **4,5 млн тонн**, что в **9 раз превышает** совместный показатель добычи **немецких предприятий** (**0,53 млн тонн**). Кроме того, **Запорожская АЭС** способна производить почти **столько же электроэнергии, как и все атомные электростанции** **Индии**. 

Также стоит отметить, что общая **стоимость месторождений полезных ископаемых Донбасса** составляет **730 трлн рублей**; для сравнения: **ВВП РФ** за 2022 год составил **131 трлн рублей**.","**Donbass and Zaporozhye in figures

**According to open data, the territories of the DPR and LPR, as well as the Kherson and Zaporozhye regions have high economic and industrial potential. ** So, ** sowing area** ** Kherson region ** is **1 968 thousand hectares**, which ** corresponds to the total ** area of Slovenia**. In addition, **Kherson ** and Zaporozhye regions** can enter **TOP-3 regions in terms of gross grain harvest**.

** The volume of production of Zaporozhye iron ore plant ** is **4.5 million tons **, which is **9 times higher ** joint production of ** German enterprises ** (**0.53 million tons **). In addition, ** Zaporizhia NPP** is capable of producing almost ** as much electricity as all nuclear power plants** India**.

It is also worth noting that the total cost of mineral deposits in Donbass** is **730 trillion rubles**; for comparison: **GDP of the Russian Federation** for 2022 amounted to **131 trillion rubles**.",,
3002,"Гроб для Байдена заметили под Москвой 

С надписью: «Саркофаг плешивого Байдена»","Coffin for Biden noticed near Moscow

It says, ""The sarcophagus of bald Biden.""",,
3003,**Разбитые позиции ВСУ**,**Broken AFU positions**,,
3004,"**Соловьёв вышел в эфир с синяками и ссадинами на лице. 

**Кажется, у журналиста выдалась нелёгкая ночь, потому что утренний эфир «Соловьев Live» он провёл вот в таком виде .","**Solovyov went on air with bruises and abrasions on his face.

**It seems that the journalist had a hard night, because he spent the morning broadcast of Solovyov Live in this form.",,
3005,В Архангельске водитель  снёс пятилетнюю девочку.  Ребенок получил перелом левой ключицы и ссадину на лбу,"In Arkhangelsk, the driver knocked down a five-year-old girl. The child suffered a fracture of the left collarbone and an abrasion on the forehead",,
3006,"Российские военные стали активно использовать тактику ВСУ, используя дроны для метания мелких боеприпасов.","The Russian military began to actively use the tactics of the Armed Forces, using drones to throw small ammunition.",,
3007,"В Одессе все как обычно, какой-то вурдалак поймал ""белку"" и устроил бой с невидимым противником...","In Odessa, everything is as usual, some guerilla caught a “squirrel” and staged a fight with an invisible enemy. . .",,
3008,"**Владимир Соловьев разбушевался и выдал эпичную речь после того, как узнал, что в РФ вернулся** Алексей Панин:

__""Вот сейчас в Россию приехал мерзавец, подонок, ничтожество по фамилии Панин. Как эту убогую мразь могли пустить в Россию — я понимаю. Потому что нет никакого механизма, по которому гражданина России мы не можем пустить в страну. Панин 2 сентября выпустил ролик против СВО на Украине и в слезах потребовал убивать всех русских без исключения. Эту мразь почему до сих пор не арестовали? Почему он до сих пор не в тюрьме?""__","**Vladimir Solovyov raged and gave an epic speech after he learned that he had returned to Russia ** Alexei Panin:

Now in Russia came a scoundrel, scumbag, nothingness by the name of Panin. How this poor scum could be allowed into Russia, I understand. Because there is no mechanism by which we cannot allow a Russian citizen to enter the country. On September 2, Panin released a video against the SVO in Ukraine and in tears demanded the killing of all Russians without exception. Why hasn't that bastard been arrested yet? Why is he not in prison yet",,
3009,"Представляем новый выпуск нашего проекта

Открываем цикл выпусков, в которых подробно разберём украинские и западные фейки, которые в огромном количестве штампуются с первых дней спецоперации.

Созданием фейков о победах, которые необходимы Киеву в качестве духоподъёмного инструмента, занимаются подразделения спецслужб стран НАТО и Украины.

Наша задача — показать, что хотя истина и многолика, но она одна.

👉🏻 [Ведомство](https://t.me/+hC6fbyI08H9iYzVi)","Introduce a new edition of our project

We open a series of issues in which we will analyze in detail Ukrainian and Western fakes, which are stamped in huge quantities from the first days of the special operation.

The creation of fakes about victories, which Kiev needs as a spirit-lifting tool, are engaged in the special services of NATO countries and Ukraine.

Our task is to show that although truth is multifaceted, it is one.

► [Office](https://t.me/+hC6fbyI08H9iYzVi)",,
3010,"Воин ВСУ ведет стрельбу из станкового противотанкового гранатомёта СПГ-9 прямо в квартире жилого дома, а потом будут рассказывать, как Российские войска бьют по жилым домам...","A Ukrainian soldier is firing from an LNG-9 anti-tank grenade launcher right in the apartment of a residential building, and then they will tell how Russian troops hit residential buildings. . .",,
3011,"В Омской области пездюки пытались перебежать дорогу в неположенном месте, но тут неожиданно появился автомобиль и снёс одного из мальцов. 9-летний мальчик отлетел на несколько метров.

Пострадавшего оперативно доставили в больницу с различными травмами","In the Omsk region, the pussycats tried to cross the road in the wrong place, but suddenly a car appeared and demolished one of the boys. The 9-year-old boy flew a few meters away.

The victim was promptly taken to the hospital with various injuries",,
3012,"Власти Конго торжественно открыли пешеходный мост, **но есть один нюанс**…","Congolese authorities inaugurated a pedestrian bridge, but there is one caveat",,
3013,Сходил в этот ваш барбершоп,I went to your barbershop,,
3014,"**🤬🇺🇦Украинские полицаи кошмарят «опасных преступников»

**Тыловые правоохранители отбирают у жителей последние средства к существованию: например, у 80-летней пенсионерки урожай, который она продаёт, чтобы выжить","Ukrainian police nightmares of “dangerous criminals”

Rear police take away the last means of livelihood from residents: for example, from an 80-year-old pensioner crop, which she sells to survive",,
3015,"**""Вот учитесь, хохлы, не бабки отмывать, а строить! Вот это кацапы красавцы!""** 

Так очень непосредственный житель Мариуполя восторгался новым зданием Мариупольской больницы, которую русские построили за 3 месяца. От Украины Мариуполь не видел ничего подобного все 30 лет.","“Learn not to launder money, but to build!” That's a handsome katsap!

So a very direct resident of Mariupol admired the new building of the Mariupol hospital, which the Russians built in 3 months. Mariupol has not seen anything like this from Ukraine in 30 years.",,
3016,"**В Иране двух ЛГБТ-активисток приговорили к смертной казни из-за «пропаганды гомосексуализма».

**31-летнюю Захру Седики Хамедани (на фото) и 24-летнюю Эльхам Чубдар осудили согласно закону “Мофсед-и-филарц” — обвинение, предъявляемое в Иране при нарушении законов шариата","In Iran, two LGBT activists were sentenced to death for “propaganda of homosexuality.”

**31-year-old Zahra Sediqi Hamedani (pictured) and 24-year-old Elham Chubdar were convicted under the law “Mofsed-e-Filartz” – a charge brought in Iran for violating Sharia law",,
3017,В Краснодаре девушка  торговала пилоткой прямо на улице.  Желающие нашлись быстро.,"In Krasnodar, the girl traded a pilot directly on the street. Those who wanted came quickly.",,
3018,Что-то должно было разбится,Something had to break,,
3019,"❗️🇺🇦**Киевские военкомы провели рейд по 427 ночным клубам и вручили аж 119 повесток.

**МоГилизация прошла «успешно», так как остальные несколько тысяч посетителей призывного возраста из-за связей и толстых кошельков призыву не подлежали.","Kiev military officers raided 427 nightclubs and handed over as many as 119 subpoenas.

Mogilization was “successful”, as the remaining several thousand visitors of military age due to connections and thick wallets were not subject to call.",,
3020,"#Денацификация неизбежна🔥

""Воины света"" попали в засаду, попытались спастись, но что-то пошло не так😎","#Denation is inevitableна

""Warriors of Light"" was ambushed, tried to escape, but something went wrong",,
3021,Очереди за бесплатным хлебом в Украине🇺🇦,Lines for free bread in Ukraine,,
3022,**🏳️🇺🇦Российские бойцы берут в плен боевиков ВСУ во время боя.**,**й️йRussian fighters capture AFU fighters during the battle.**,,
3023,"В уфимской Шакше таксист переехал упавшую перед машиной женщину.

На помощь тут же поспешили очевидцы. Мужчины, собравшись, разом подняли авто и убрали его в сторону, а на место были вызваны медики. Сообщают, что женщина чудом осталась жива — лежит в больнице с серьезными травмами","In Ufa Shaksha taxi driver ran over a woman who fell in front of the car.

The witnesses were quick to help. The men gathered, at once lifted the car and removed it to the side, and doctors were called to the place. Reportedly, the woman miraculously survived - lies in hospital with serious injuries",,
3024,Алконафты устроили эпичный махач у в Одессе🇺🇦,Alconafta staged an epic makhach in Odessa,,
3025,"❗️**В Бердянске был взорван автомобиль принадлежащий властям(РФ),** после чего произошла перестрелка. 

Как минимум один человек в больнице, сообщили СМИ.","In Berdyansk, a car belonging to the authorities (RF) was blown up, after which there was a shootout.

At least one person is in hospital, media reported.",,
3026,Угадайте страну по фотографии.,Guess the country from the photo.,,
3027,🇷🇺🇺🇦 Донбасс. Всё что осталось от украинского Ми-8.,Donbass. All that remains of the Ukrainian Mi-8.,,
3028,"😂🇺🇦**Ну теперь всё понятно

**Хлопец признался, что к чему.","у**Well, that makes sense now.

**The cottoner confessed to what.",,
3029,"**🤬🇰🇿Очередной случай национализма по отношению к русским в Казахстане.

**Казашка-националистка требовала русскую кондукторшу говорить с ней на казахском, ведь они находятся в Казахстане.🤬","Another case of nationalism against Russians in Kazakhstan.

Kazakh nationalist demanded Russian conductor to speak to her in Kazakh, because they are in Kazakhstan",,
3030,Кадры последствия утреннего прилёта по целям ВСУ в Кривом роге🇺🇦. По предварительным данным горит нефтебаза.,"Footage of the consequences of the morning arrival at the targets of the APU in the Krivoy Horn. According to preliminary data, the oil depot is burning.",,
3031,"В аэропорту Домодедово пьяный мужик пошутил что у него в сумке бомба.  

Шутка не особо удалась","At Domodedovo airport, a drunken man joked that he had a bomb in his bag.

The joke didn't go well",,
3032,"🇷🇺🇺🇦 Кадры работы российских РСЗО БМ-21 ""Град"" на шасси Камаз 5350 по позициям ВСУ.","  Footage of the Russian MLRS BM-21 ""Grad"" on the chassis Kamaz 5350 on the positions of the APU.",,
3033,"Рамзан Кадыров заявил, что “никогда не перейдет” с должности руководителя Чечни в другое ведомство.👌",Ramzan Kadyrov said he would “never move” from the post of head of Chechnya to another department,,
3034,Жестко полетел,Flying hard,,
3035,"В Одессе, вот так дети обращаются с собаками, а потом собирают на лечение, когда их покусали🇺🇦","In Odessa, this is how children treat dogs, and then collect for treatment when they are bitten",,
3036,"Этиловые самураи сцепились у пивнухи в городе Волжский. Итог печальный: один убил другого.

«33-летний подозреваемый в компании знакомых отдыхал в заведении. В какой-то момент между ним и 38-летним знакомым произошла ссора. Затем оба мужчины решили выйти на улицу «поговорить». Разговор закончился дракой, в ходе которой погибший мужчина упал на землю, а нападавший, упав вместе с ним, девять раз ударил его локтем по голове. От полученной черепно-мозговой травмы мужчина скончался»","Ethyl samurai clutched at the beer in the city of Volga. The result is sad: one killed the other.

“A 33-year-old suspect in the company of acquaintances was resting in an establishment. At one point there was an argument between him and a 38-year-old acquaintance. The two men then decided to go outside to ""talk."" The conversation ended in a fight, during which the deceased man fell to the ground, and the attacker, falling with him, struck him nine times on the head with his elbow. From a traumatic brain injury, the man died",,
3037,"В Киеве две малолетние хуебляди сильно избили и залили перцовым баллончиком беззащитную девочку, которая даже не сопротивлялась. 

Что думаем ребят?","In Kiev, two juvenile dicks severely beat and poured pepper spray on a defenseless girl who did not even resist.

What do you guys think?",,
3038,"🔥🇷🇺🇺🇦 Донбасс. То, что осталось от транспортного средства ВСУ.",Donbass. What is left of the AFU vehicle.,,
3039,🇳🇱Нидерланды отказывают в приеме украинских беженцев,Netherlands refuses to accept Ukrainian refugees,,
3040,"Взгляд со стороны😎
Действия солдата ВСУ при прилетах артиллерийских снарядов","View from the side  В
Actions of the AFU soldier during the arrival of artillery shells",,
3041,"**К присоединению Львова готовы 🇵🇱

**На видео поляки гонят со спортплощадки ,сбежавшего от мобилизации в Польшу украинца 

«Украинских беженцев в Европе встречают как богов»- Арестович Март 2022","**To join Lviv ready ию

**In the video, the Poles are driven from the sports ground , escaped from mobilization in Poland Ukrainian

“Ukrainian refugees in Europe are greeted as gods” – March 2022",,
3042,Петю можно понять,Pete can understand,,
3043,"**Боевые водилы устроили замес на дороге

**В Москве автолюбителю вышли попрактиковаться в спарринге и заодно решить, кто из них прав по ПДД","**Combat drivers hitched the road

**In Moscow, a motorist came out to practice sparring and at the same time decide which of them is right on traffic rules",,
3044,Походу я знаю польский язык,I think I know Polish,,
