Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
7001,"🚎**У столиці відновлено роботу двох тролейбусних маршрутів – №№ 16 і 23**

🚎**№ 16** курсуватиме від вулиці Туполєва до Майдану Незалежності, тимчасово вулицею Дорогожицькою.

🚎**№ 23** – від вулиці Туполєва до Лук’янівської площі.

❌Відповідно припиняється рух тимчасових тролейбусних маршрутів № 16К та № 23К.

💪Наступною фахівці КП «Київпастранс» ремонтуватимуть ділянку контактної мережі, яку пошкоджено внаслідок збройної агресії рф, на проспекті Перемоги.

📲Нагадуємо, що сервіс руху міського транспорту тепер є у [застосунку «Київ Цифровий».](https://t.me/KyivCityOfficial/4498)",,,,,,
7002,"**Київ: важливе на сьогодні** 🔵🟡

🚎Київ продовжує відновлювати транспортну інфраструктуру КП «Київпастранс», пошкоджену внаслідок збройної агресії рф.

🚇Відсьогодні на станції метрополітену «Академмістечко» запрацював вестибюль № 1 – у напрямку станції «Житомирська». 

**🚞На маршруті міської електрички Kyiv City Express сьогодні працювали учні Київської дитячої залізниці.

**📖У муніципальній книгарні «Сяйво книги» 14 липня стартує клуб українського мовлення. 

**Детальніше:** https://cutt.ly/oLEp9dY

**Kyiv: important news** 🔵🟡

🚎Kyiv continues to repair Kyivpastrans' transport infrastructure damaged as a result of Russia's military aggression.

🚇Starting today, vestibule № 1 began working at Akademmistechko metro station in the direction of Zhytomyrska Station.

**🚞Students of the Kyiv Children's Railway worked today on the route of the Kyiv City Express commuter train.

**📖On July 14, a Ukrainian conversation club will launch at the 'Siayvo knygy' public bookstore. 

**More details:** https://cutt.ly/oLEp9dY",,,,,,
7003,"**У муніципальній книгарні «Сяйво книги» завтра стартує клуб українського мовлення💙💛

☕️**До клубу запрошують усіх, хто хоче вивчати українську мову, тільки починає говорити українською і шукає підтримки, відчуває нестачу розмовної практики або просто хоче корисно й цікаво провести час в українськомовному середовищі.

**✔️**Зустрічі плануються щотижня. Їх проводитиме Світлана Лукач — кандидатка педагогічних наук, доцентка.

**📖Перша зустріч відбудеться 14 липня о 18:00 за адресою: вул. Велика Васильківська, 6.  Участь безкоштовна. 

**❕У приміщенні книгарні є укриття, яким можна скористатися у разі повітряної тривоги.

▫️▫️▫️

**The 'Siayvo knygy' public bookstore is initiating a Ukrainian speaking club. The first meeting is scheduled for tomorrow💙💛

**☕️The club is open to anyone who wants to study Ukrainian, those who make first steps in speaking Ukrainian and seek support and opportunity to chat, or those who want to spend some quality time in a Ukrainian-speaking environment.

✔️Meetings are scheduled to be held weekly, led by Svitlana Lukach, a candidate for pedagogical sciences and associate professor.

📖**The first meeting will be held on July 14, at Velyka Vasylkivska street, 6. All the club meetings are completely free.

**❕The bookstore has a shelter that can be used in case of an air raid siren.",,,,,,
7004,"🚇 **На станції метро «Академмістечко» запрацював вестибюль №1 – у напрямку «Житомирської»

**◽️ Станція перейшла у повноцінний графік роботи.  

✔️У повному об'ємі функціонують станції «Дарниця», «Лісова» та «Видубичі».

⏱Інтервал руху поїздів у пікові години 4-5 хвилин, у міжпік – 8-10 хвилин. 

❌Без зупинки поїзди слідують повз станції «Хрещатик», «Дніпро», «Гідропарк», «Майдан Незалежності». Також наразі не працює пересадочний вузол «Хрещатик»-«Майдан Незалежності».

❕Нагадуємо, що під час повітряної тривоги підземні станції метрополітену працюють як укриття.  Для використання підземних станцій як укриття необхідно пройти через турнікети ручного контролю біля контролера.",,,,,,
7005,"💪🏻**Завдяки небайдужим містянам «банки одягу» столиці наповнені

**❤️На сьогодні потреба в одязі та постільній білизні закрита повністю завдяки допомозі киян та роботі Гуманітарного штабу. **Дякуємо, що тримаєтеся разом!**",,,,,,
7006,"**Київ: важливе на сьогодні** 🔵🟡

**🚧На Подільському узвозі відновлять покриття з бруківки. **Нині дорожники розбирають покриття, рівняють бордюри. Наступний етап – оновлення основи проїжджої частини.

✔️Триває відновлення 11 житлових будинків, які зазнали найбільших руйнувань внаслідок ракетних обстрілів російськими варварами.

🚇Минулого тижня київським метрополітеном скористалися майже 3,4 мільйона пасажирів.

**Детальніше: **https://cutt.ly/YLnTKC0

**Kyiv: important news** 🔵🟡

**🚧Cobblestone paving on Podilskyi Uzvoz is being renovated. **Road workers are currently dismantling the pavement and leveling curbs. The next step is to renovate the roadway's foundation. 

✔️Restoration is ongoing for 11 residential buildings that suffered the greatest damage from russian rocket attacks.

🚇Last week, nearly 3.4 million passengers used the Kyiv metro.

**More details:** https://cutt.ly/YLnTKC0",,,,,,
7007,"**⛈У столиці гроза: дорожники ліквідовують незначні підтоплення вулично-дорожньої мережі

**🦺Через надмірну кількість опадів виникло кілька незначних підтоплень. На місцях працюють дорожники. Ситуація під контролем.

📞Нагадуємо, що під час грози на місцях можливих підтоплень дорожньої мережі чергує спецтехніка «Київавтодору». У разі підтоплень проїжджої частині чи тротуарів звертайтесь до диспетчерської: 044-284-74-19.

🚒При падінні дерев чи гілок, при травмуванні людей тощо негайно інформувати екстрені служби: 101 або 103. Телефон КАРС: 044-430-37-13.",,,,,,
7008,"Друзі! У червні ми розпочали відновлення 11 житлових будинків, які зазнали найбільших руйнувань внаслідок ракетних обстрілів російськими варварами. Нещодавно перевіряли, як тривають роботи на вулиці Чорнобильській. Сьогодні -  на Богатирській, 20.

У будинку - 144 квартири, пошкоджені – 100 квартир. В результаті ракетного удару повністю зруйновані дві стінові панелі сходових клітин, ліфтова шахта, частково зруйновані сходи та сходові майданчики, перегородки, вибиті вікна. Фахівці, які здійснювали експертизу, встановили, що будинок придатний до відновлення. На об’єкті вже розпочали утеплення фасаду, заміну вибитих вікон, виконують роботи із підсилення конструкцій, вивозять будівельне сміття, демонтують зруйновані залізобетонні конструкції.

І сьогодні будівельники знайшли уламок російської в шахті ліфту цього будинку.

Після реконструкції, яку місто планує завершити  до початку опалювального сезону, ця 9-ти поверхівка буде відповідати всім сучасними енергоефективним нормам.",,,,,,
7009,"‼️**Завдяки небайдужим містянам «банки одягу» столиці наповнені

**❤️На сьогодні потреба в одязі та постільній білизні закрита повністю завдяки допомозі киян та роботі Гуманітарного штабу. **Дякуємо, що тримаєтеся разом!

**У разі, якщо потреба в поповненні «банків одягу» з’явиться знову, міська влада обов’язково повідомить про це .

🥾Раніше повідомлялося, що Територіальні центри приймають одяг для вимушених переселенців та осіб, які опинилися в складних життєвих обставинах:

▫️Київський міський територіальний центр соціального обслуговування – вул. Котельникова, 32/11

**▫️Голосіївський район **– вул. Л. Толстого, 25/2

▫️**Дарницький район** – вул. Вербицького, 9-і

**▫️Деснянський район** – вул. Будищанська, 4

▫️**Дніпровський район** – вул. Курнатовського, 7-А

**▫️Оболонський район** – вул. Озерна, 18-А

**▫️Печерський район** – вул. Бойчука, 11-А

**▫️Подільський район** – вул. Братська, 15/9

▫️**Святошинський район** – вул. Жмеринська, 22-А

**▫️** **Солом’янський район** – вул. Волинська, 2

▫️**Шевченківський район** – вул. Білоруська, 11-Б.

**✔️Просять передавати речі чистими, після прання.**",,,,,,
7010,"**Київ: важливе на сьогодні** 🔵🟡

**❤️‍🩹Майже 1400 громадян пройшли тренінги з домедичної допомоги, організовані містом.** Графік занять: понеділок – п’ятниця із 9:00. Тривалість курсу: 6 годин. Телефон для запису: 044-456-22-84.

🎡Київ незламний, історичний, хрещатий, гастрономічний і туристичний: участь у безкоштовних екскурсіях від міста взяли вже близько 200 осіб.

🤍Багатодітні сім’ї Києва отримають допомогу від Товариства Червоного хреста.

**Детальніше: **https://cutt.ly/hLcrU3p

**Kyiv: important news** 🔵🟡

**❤️‍🩹Almost 1,400 citizens have completed first aid training organized by the city.** Training schedule: Monday to Friday, starting at 9:00. Training duration: 6 hours. To sign up for training, call 044-456-22-84.

🎡Unbreakable, Historic, Сentral, Foodie, and Touristic Kyiv. Nearly 200 people have already taken part in the free excursions from the city.

🤍In Kyiv, families with three or more children will receive aid from the Red Cross Society.

**More details:** https://cutt.ly/hLcrU3p",,,,,,
