Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
8001,"🙏🙏🙏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8002,"**На одном из направлений от ВСУ, похоже, есть хорошие новости. Анонсы уже пошли от Ермака и Карася

**Ждём официальную информацию😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8003,"**""Кто дёрнется - стреляй сразу!""**, — просто воспитательная работа с чмобиками, которые оставили свои позиции, где-то на просторах ""ЛДНР""

Русня, у вас 1 шанс выжить: сдаться в плен ВСУ. Иначе вас ваши же убьют🤷🏻‍♂️

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8004,"**❗️Осталось несколько дней в этом году. Наш враг попытается сделать это время для нас темным и сложным. Пожалуйста, в эти дни прислушайтесь к воздушным тревогам. Ещё раз поищите и запомните, где расположен ближайший Пункт Несокрушимости, — Зеленский

**""Расскажите родителям, как найти Пункт Несокрушимости, если это понадобится. Позаботьтесь, пожалуйста, и о себе. И будьте готовы помогать другим"", — заявил он.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8005,"❗️**В новогоднюю ночь комендантский час в Украине не отменят

**Об этом [сообщила](https://www.youtube.com/watch?v=n6iTQ0_9bDc) пресс-секретарь главы Национальной полиции Марьяна Рева. По её словам, **те, кто выйдут на улицу в новогоднюю ночь, могут быть привлечены к ответственности за нарушение комендантского часа**. 

""Полицейские **будут проверять лиц, будут проверять их документы, будут доставлять в подразделения полиции **для установления личности или для проверки этого лица. **Пиротехнические средства и их реализация, их использование практически по всей территории Украины прямо запрещены**. Потому, конечно, полиция будет реагировать на такие случаи"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8006,"В Киеве **в честь праздника запустили паровозы**, а** на вокзале поставили помощника святого Николая**. Тем временем русня: ""в Украине **из-за повреждения энергетической инфраструктуры** запустили паровозы""

Ну почему они такие тупорылые?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8007,"**❗️В беларусских Мачулищах горел один из российских МиГ-31К носителей ""Кинжалов""

**Об этом сообщает Беларускі Гаюн. Сегодня на аэродроме в Мачулищах **произошло возгорание двигателя одного из МиГ-31К ВКС РФ**. 

**Он выведен из строя и не сможет летать в ближайшее время. 

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8008,"**Украинские олигархи сильно **[**обеднели**](https://www.facebook.com/BBCnewsUkrainian/photos/a.289246041107051/6092318247466439)** за время войны. Интересная инфографика

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8009,"**Тарифы на холодную воду и водоотводы в следующем году могут повысить дважды, — **[**НКРЭКУ

**](https://www.nerc.gov.ua/storage/app/uploads/public/638/8dd/2b1/6388dd2b16dc1642249025.pdf)Так, согласно проектам постановлений Нацкомиссии, **первое повышение запланировано с 1 января, а второе – с июля**. Цены для областных центров указаны на фото👆🏻 Тарифы на воду в областях, сильно **пострадавших от боевых действий, пересматриваться не будут.** Это Харьковская, Николаевская и Херсонская области.

Новые тарифы** должны быть одобрены 27 декабря.

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8010,"**Россия **[**увеличила **](https://www.facebook.com/navy.mil.gov.ua/posts/535754551925465)**количество носителей крылатых ракет ""Калибр"" в Черном и Средиземном морях 

**Сейчас общий залп составляет около **100 ракет**.

Отметим, что со Средиземного моря РФ ещё ни разу не запускала ракеты и запускать не будет.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8011,"⚡️**В Беларуси опять пошли на взлёт носитель ""Кинжалов"" МиГ-31К, ДРЛО А-50 и истребители

**По всей территории Украины опять тревога 🤷🏻‍♂️.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8012,"**Ещё одна загадочная смерть на России: умер экс-командующий сухопутными войсками российской армии Алексей Маслов

**Он считался сторонником сотрудничества с Североатлантическим Альянсом. После того, как уволился с должности командующего, возглавлял представительство России при НАТО.

Причина смерти, опять же, не сообщается.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
8013,"**~~Картофельный пюрер~~ Лукашенко прилетел в Питер на саммит СНГ, который состоится 26-27 декабря. Конечно, будет новая встреча с бункерным Путиным

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
