Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
9001,[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy),,,,,,
9002,"**Ничего необычного, просто руснявый раненый мобик из Подмосковья прячется под кроватью в одном из украинских домов

**А где ""сослуживцы""? Своих не бросаем?🤔


[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
9003,"**Более $20 млрд военной помощи США предоставили Украине за время полномасштабной войны, и будут помогать, сколько это будет нужно  —** министр обороны США Ллойд Остин

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
9004,"""**Мы все преодолеем. Пересилим. Переживем. Победим"", — Зеленский обратился к украинцам послучаю Дня Достоинства и Свободы

**""В День Достоинства и Свободы соберемся на Майдане. Там, где  всегда защищали достоинство и свободу. На граните, на баррикадах во время Оранжевой революции и Революции Достоинства. Там, где мы отметили 30-летие независимости Украины**. И там, где мы отметим День Победы**. В мирном Киеве, в мирной Украине, я скажу о важном. О главном. То, что осталось неизменным. И останется неизменным. Слава Украине!""

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
9005,"**Блекаут в Украине возможен, но не обязательно, что он случится в этом сезоне, — глава Укрэнерго

**Он подчеркнул [в эфире телемарафона](https://www.youtube.com/watch?v=WY8sDvZdWEA), что даже полное отключение от электроэнергии на время не нужно считать ""концом света.""

Украинские специалисты обучены, и знают как действовать в случае блекаута, чтобы как можно быстрее все восстановить.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
9006,"**С 24 февраля** **Россия потеряла в Украине минимум 8044 единицы техники 

**Как сообщает нидерландский[ сайт Oryx](https://www.oryxspioenkop.com/2022/02/attack-on-europe-documenting-equipment.html?m=1), **4927 единиц  было уничтожено, 198 повреждено, 300 брошено и 2619 захвачено.

**Это предварительные данные, которые удалось установить по имеющимся фото.
 
[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
9007,"**Подоляк предложил россиянам пройти простой IQ тест и выполнить всего несколько пунктов, чтобы Украина села за стол переговоров** 

▪️ Прекратите обстреливать суверенное государство;
▪️ Выведите войска с территории суверенного государства;
▪️ Вернитесь к международному праву, где обозначены границы государств.

Ничего сложного, русачки.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
9008,"**Удалось улучшить ситуацию в части регионов, где еще вчера были критические проблемы со светом, — Зеленский

**Также президент отметил, что самые тяжелые бои продолжаются в Донецкой и Луганской областях, но есть продвижение вперед.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
9009,"**В Минобороны Украины тонко намекнули, когда можно будет позагорать в Крыму😏

**Спойлер — в январе.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
9010,"**⚡️Россия выпустила по Украине более 4700 ракет за 270 дней полномасштабной войны**, – Зеленский

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
9011,"**Патрон стал первой в истории собакой, получившей титул ""Пса доброй воли"" от UNICEF Ukraine

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
9012,"**В российских СМИ опять error. Внимательнее методички нужно изучать🤷🏻‍♂️**

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
