Index,Post,Trans,Label,Type
40001,**Вечернее обращение пидараса в момент удара по ТЭЦ ****🤣**,,,
40002,**💤Главный пидарас страны заныл**,,,
40003,‼️‼️‼️В ХАРЬКОВЕ ОСТАНОВЛЕНО МЕТРО,,,
40004,**Прилёт по одной из подстанций!!!**,,,
40005,**‼️‼️‼️Подстанции уничтожены в трёх украинских городах**,,,
40006,**❗️Все цели спецоперации будут достигнуты — Медведев**,,,
40007,"**‼️‼️‼️Сообщают, что сразу две Атомных Электростанции на территории контролируемой ВСУ начали отключать свои энергоблоки от энергосети - Хмельницкая и Южноукраинская. Как раз вслед за Запорожской.**",,,
40008,"💥Внимание вопрос к телезрителям! 

Сколько смогут проработать генераторы реанимаций 404, где лежат тяжелораненые хохлятские боевики и иностранные наемники?☠️",,,
40009,"**‼️‼️В Сумской области на северо-востоке Украины пропало электричество, жителям приказано отключить устройства от сети — Reuters со ссылкой на власти региона**",,,
40010,"**‼️У свиней идут сбои и по сетям Днепропетровской, Запорожской и Одесской областей.**",,,
40011,"**💤**🔥**НУ ЧЕ ХОХЛОПИДАРАСЫ, ГОТОВЫ К БЭКАУТУ?**☠️🤣🤣🤣",,,
40012,"‼️‼️‼️
В Харьковской области был нанесён удар по объектам критической инфраструктуры в том числе и по в ТЭЦ 

В ночное время ожидается уничтожение жизненноважной инфраструктуры. 

Ожидается отключение одного из реактора Каховской ГЭС

После циничного самообстрела горит Кременчугская ТЭЦ.

**💤Поиграем в войнушку СУКИ чубатые!**",,,
40013,"**‼️‼️‼️Сегодня ожидается удары по жизненноважную инфраструктура чубатых камикадзе. 

Поэтому ТЭЦ это только начало🤙**",,,
40014,"Если кто то думает что всё происходящее на СВО это договорняк, то глубоко ошибается. 

Множество политических деятелей уже в открытую говорят об уничтожении нашей страны и наших жизней, противник хочет уже зайти на нашу территорию и сеять хаос. 

Я думаю что пора уже принимать решения более серьёзные, а именно: 

1) Уничтожить всю инфраструктуру, военное промышленность в Киеве, просто Калибрами и Искандерами это все превратить в воронки. 

2) Авиацией и Артиллерией уничтожить противника на наступательных направлениях, а именно «Гоптовка, Лиман, Пески»

Это не шутки, противник сейчас по неподтвержденной информации в 39км от Белгорода, находится в селе Гоптовка, если  они придут, они не будут жалеть никого.",,,
40015,"**‼️‼️‼️Сумы, Полтава, Харьков, Кременчуг частично без света**. 

**💤Блять ну неужели начали бить по инфраструктуре 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ а раньше нельзя было???**",,,
40016,"**💤Популярно объясняет, почему нацистские украинские оборванцы не перейдут границу России - военная доктрина РФ. Поверившие в себя украинские нацистские ублюдки судя по всему немного забыли про ""последний аргумент"", от которого их существование вообще может быть поставлено под вопрос. Надеюсь что в ответственный момент рука у кого нужно не дрогнет.**",,,
40017,"**‼️Белгород - готовьтесь, но не паникуйте.

Все будет хорошо.**",,,
40018,**‼️‼️‼️Техника нацистов с Угледарского участка начала рассасываться в двух направлениях. Следим за оперативной обстановкой на данном направлении.**,,,
40019,"**‼️‼️‼️Наши войска полностью оставляют Харьковскую область и отходят на границу, на всём протяжении Харьковского фронта от Уд до реки Оскол. Смысла перечислять оставленные населённые пункты не вижу.**",,,
40020,"‼️🏴‍☠️🇺🇦 ВСУки заняли пограничный пункт пропуска через украинско-российскую границу

Украинские войска заняли пункт Гоптовка на севере Харьковской области. Российские войска контролировали его с 24 февраля.",,,
40021,**💤Ну пусть попробуют пересечь границу. Пидарасам сразу войну объявим и разъебем нахуй  страну ошибку - Украину ядерными ракетами!**,,,
40022,"**‼️‼️‼️Сообщают, что хохлятские подразделения вышли к государственной границе с Россией в Харьковской области. Это Белгород**…",,,
40023,"‼️‼️‼️**СРОЧНО** 

**Противник бросил танки на штурм Красного Лимана

Об этом сообщают источники в Краснолиманском районе. 

Сухие сообщения от защитников города, которые уже третьи сутки держать сложнейшую оборону, звучат так:

«На нас идут танки. Противник продвигается от Закатного вдоль реки. Держимся. Ведётся жёсткий огонь по городу. Нам бы пару «Ночных Охотников». 

Напомним, подразделение Барс-16, известное как отряд «Кубань», при поддержке артиллерии Русской Армии, продолжает удерживать Красный Лиман, не смотря на сильный натиск врага, превосходящего в живой силе и технике.**",,,
40024,"Сомалийцы пиздят всучек, которые сунулись в Пески на фоне своих успехов в Харьковской.

Тикают свинособаки кто бегом а кто и на карачках как им и положено!",,,
40025,"**💤Какие же хохлы подлые, мерзкие пидарасы‼️**",,,
40026,‼️🏴‍☠️🇺🇦 ЦИПсО раздаёт сотрудникам новые методички хохлам.,,,
40027,Воины-сибиряки в восточной части Купянска. 10 сентября.,,,
40028,"**‼️‼️‼️Белгородские спецы, ПРИГОТОВИТСЯ!**",,,
40029,**‼️Проверенные источники сообщают что на Угледарском направлении нацисты собирают мощный ударный кулак. Много живой силы.**,,,
40030,"**💤Как я и говорил ранее, вам необходимо держать эмоциональную стабильность, паника деструктивна. Мы с вами и есть Россия, и если мы падём духом, то проиграем эту войну ещё до её конца. Каждый из нас сегодня осуждает те решения которые принимаются, мы не может объяснить ничего, мы растеряны, мы словно овцы в загоне. Но нам надо держать хотя бы информационную чистоту. Сейчас выползут все либерахи, которые ждут поражения, они будут играть на ваших эмоциях и стараться манипулировать вашим мнением. Главное сейчас, быть готовыми ко всему и иметь холодный рассудок, принимать спокойно чтобы не происходило в ближайшее время.**

‼️‼️‼️**Держим строй.**",,,
40031,"Ещё 9 сентября мы знали что будем уходить с Харьковской области, к сожалению это оказалось правдой. Мы не можем это контролировать, лишь хочется попросить прощения у людей, которые ждали нас там и встретили сотсветлой душой. 

Мы не знаем какие планы у нашего руководства, будем дальше следить за развитием событий. 

У нас остались Херсонское, Запорожское, Луганское и Донецкое направления.",,,
40032,Эволюция представлений о прекрасном на Западе,,,
40033,Николаевская обл г Вознесенск нанесён ракетный удар по военному объекту.,,,
40034,"‼️🇷🇺🇺🇦__""Тонкая красная линия перестала существовать, линия фронта теперь проходит по довоенной границе Белгородской области""__",,,
40035,"‼️‼️‼️**
💤ДРУЗЬЯ ВЕРЬТЕ В НАШИХ ВОЙНОВ!!!! МЫ ПОБЕДИМ!!!🇷🇺🇷🇺**",,,
40036,**‼️‼️‼️Отряд Кубань «Барсы» по прежнему уничтожают врага в Лимане!**,,,
40037,"**💤История циклична, результат вы все помните!**",,,
40038,"⚡️**Нацисты в **районе **Угледара ночью начали снимать свои минные заграждения. 

Это делается для того, **чтобы на этом направлении пойти в атаку. 
Если нацисты реализуют этот план, тогда юг ДНР будет практически отрезан от основной части Республики.",,,
40039,"⚡️**Сообщают о ракетных пусках по Украине со стратегических бомбардировщиков Ту-95МС, находившихся над Каспийским морем**",,,
40040,"С праздником, братцы!✊🇷🇺",,,
40041,"⚡️⚡️«**Украину уже не устроит ни «сдача» Россией Крыма с Донбассом, ни репарации за «вторжение». По его словам, Киев вместе с западными союзниками будет добиваться __«__полной капитуляции и демилитаризации РФ__» __**— Секретарь СНБО Украины Алексей Данилов

💤Ну что ж. Посмотрим🤣",,,
40042,"**‼️‼️‼️3 бригада ДНР и ЧВК ""Вагнер"" около 4 часов назад выбили врага из Майорского под Горловкой и приступили к штурму позиций ВСУ за ним**",,,
40043,"**💤Смотрю, многие свинорейховские паблики и блогеры добавили в свои имена или аватарки немецкий крест ✙, по аналогии с буквой Z у пророссийских пабликов.**",,,
40044,**💤Подлые вонючки хотят насолить нашим бойцам**,,,
40045,"**‼️Нашими бойцами уничтожен главарь неонацистской группировки украинских ультрас ""Арсенал-Киев""**",,,
40046,**‼️‼️‼️Вечером сегодня Союзными войсками взят поселок Майорское между Горловкой и Дзержинском**,,,
40047,"**🇷🇺Наши бойцы в Харьковской области силы духа не теряют. Держитесь, родные наши‼️**",,,
40048,**‼️‼️‼️Сообщают о множестве ударов по целям в Харькове и области.**,,,
40049,"⚡️За 3 дня **более 3000** трупов украинских нацистов и иностранных наемников.  
 
Офис Зеленского празднует победу, Арестович строит грандиозные планы😅  
 
Напоминаем всем живым укронацистам, которые сейчас хайпуют на фоне нашего флага, убитых и техники, - __будете висеть на площадях наших городов__🔥🔥🔥",,,
40050,"**1 видео: Свинособаки издеваются над пленными и избивают ногами связанного человека.

2 видео: А в этот момент как наши относятся к пленным.**",,,
40051,"**Начальник полиции Балаклеи задержан ГБУ за ""сотрудничество с ВС РФ"".**",,,
40052,"**‼️‼️‼️По имеющейся информации противник перебрасывает дополнительные резервы  через Николаев , готовит новые попытки прорваться к Херсону , надеюсь в этот раз все готовы .**",,,
40053,"‼️‼️‼️ВС РФ перешли в контрнаступление на северный берег реки Ингулец к востоку от **Снигиревки** со стороны **Калининского** и **Бобрового Кута**.

В **Березнеговатом** подразделения ВСУ занялись мародерством и вскрывают квартиры населения под предлогом «поисков предателей».",,,
40054,"**Разбитый внедорожник петухов из ""Kraken"" под Балаклеей.

На другом видео один из них к сожалению только 300.**",,,
40055,"**‼️‼️‼️Дмитрий Медведев поручил ускорить отправку военной техники на фронт.

Совещание по данной теме прошло в Туле. В нем участвовали представители промышленности и министерства обороны РФ.**",,,
40056,"**‼️🇷🇺Армия России оставляет Волчанск в Харьковской области - администрация района
**Мы проверили, это написано в ТГ-канале властей района.
Все органы власти ВГА Харьковской области днём ранее прибыли в Волчанск.",,,
40057,**⚡️Минобороны РФ заявили: «Для достижения целей СВО принято решение перегруппировать войска в районах Балаклеи и Изюма для наращивания усилий на Донецком направлении».**,,,
40058,"**‼️Один из военкоров с Изюмского направления: **

Тяжело ли мне от того, что мы оставляем Изюм? Да, тяжело, он стал частью моей жизни и там я узнал настоящих людей, настоящих друзей, которые мне стали ближе,чем братья. Но эта страница перевёрнута, а война очень далека от завершения. 

Решение о выводе изюмской группировки единственно верное, хоть и очень тяжёлое. Войска вышли организованно, те, кто прикрывал отход, настоящие герои. Армия обязательно воспрянет, будут новые победы, в конце-концов мы -русские, а значит с нами Бог. Но! Если не будут сделаны выводы, либо эти выводы будут самые поверхностные ( выводы касаемо всего, от тактики пехотных взводов, до новых систем вооружения, информационной борьбы, оперативного искусства, психологии и мотивации солдата, «прокачке» военного интеллекта, системы подготовки войск и прочая, прочая, прочая), то  тяжело будет не только мне и всем тем, кто как-то причастен к СВО, а уже всему российскому социуму и всем его социальным стратам. 

Касаемо тех, кто сейчас пытается или будет пытаться разогнать истерику в связи с событиями Изюмско-балаклейского сражения разогнав панику в тылу я скажу, это суть есть враги. И я говорю именно про тех, кто разгоняет, а не про людей, которые критикуют по делу, предлагая взамен варианты решений. Давайте не будем наступать на исторические грабли, за нашу долгую историю их слишком много разбросано по полям времён и эпох.",,,
40059,"Украинские нацисты начали создавать и вкидывать провокационную информацию по примеру ""Бучи"".

**💤Но мы то с Вами знаем какие хохлы подлые пиздаболы. Цена их слов ровна нулю! Это показушные, наглые, хабалисиые, подлые пидарасы!**",,,
40060,"**💤Как по мне, пора мосты через Днепр тактическим ядерным оружием уничтожать**",,,
40061,**⚡️В городе Суджа Курской области украинские террористы на «Газели» обстреляли блокпост с дежурящими там бойцами ОМОНа. Сотрудник ОМОНа от полученных травм скончался в больнице. Объявлен план «Перехват».**,,,
40062,"**‼️‼️‼️В Балаклее и Чугуеве поражены пункты нацбата «Кракен» и 92-й бригады ВСУ,** уничтожено до 300 украинских военнослужащих и до 15 единиц военной техники, сообщает МО РФ",,,
40063,"В результате обстрела рынка ЖД в Донецке погибли три человека. Из-за обстрела  торговые ряды вспыхнули, люди сгорели заживо.

Просто твари, нет слов…",,,
40064,"**Хазаза, убрал хохол эмоцию 😂😂😂**",,,
40065,"**Тот кто поставил 👍 **и 👏**, согласен что он свинья  хохлячья ****😂**",,,
40066,**‼️Свиньи прорвали оборону. Изюм сдан…**,,,
40067,"По потерям хохлов в ходе их наступления не могу сказать что-то конкретное в цифрах. Из фактов, это заполненные больницы Змиева и Харькова, туда скорые везут раненых. На юге Харькова активно работает крематорий, но чего и кого там жгут, я не знаю. Скорые к нему приезжают, дым валит. В Дергачах уже со середины августа активно роют большие братские могилы, закапывая там перемолотых нашей артиллерией и артой всушников. Наверняка сейчас к кладбищу в Дергачах добавится много новых ям,где будут закопаны безымянные «захистники» украины.",,,
40068,"**Зеленский выступит на форуме американских производителей оружия

**Отраслевое объединение проводит конференцию в следующую среду в американском городе Остине, штат Техас.

Уже подтверждено, что украинский клоун приедет клянчить вооружение и деньги. Со своей стороны, хотелось бы увидеть сколько американцев будут слушать эти заунывные стенания и выражение их лиц.",,,
40069,"Хохол помни, ты нахуй никому не нужен! Твоя смерть бесславна, твоя смерть просто на потоке у США!",,,
40070,"Иван Краля, 15.03.1985г.аб. Корецк, Ровенской ёбл
Петух уже был деградантом с ато, награжден брелком, за что краля еще больше стала привлекателен для побратимив. С началом СВО прискакал батальоной няшкой в рядв ВСУк, и 6 сентября ускакал показать себя в Красногоровке, ДНР. Там такое не прокатило, точным выстрелом снайпера кастрюля отлетела с плеч на 300 метров и херой теперь красуется в гареме у бандеры.",,,
40071,"💤Хохол, тебя заждались",,,
40072,"Вовка Иванюк, Лемберг.
Львовский фашист скакал оФРИЦером в чине обер-лейтенант, возможности мародерства у лейтенантов разумеется резко повышены и в целом вовану хватало, но ведь нужно то еще и крови, за этим понесло утырка в контр-наступ, ну, а там умылся своей вонючей кровью, 30 августа.",,,
40073,"У блядь, вот это подстрыбнул на мине: Димка Шаповал, рагулье из Киева.
Хряк комбинированый: лжеисторик, продажный юрист, поехавший фотограф, кони двинувший кизяк, фашист на рецепшине в отеле, менеджер продажи крови в тур-агенстве, по совместительству херой ато - вся это в купе ебанина отправлена в ад к бандере из под Херсона, видимо момент взрыва пердака на фото.",,,
40074,"**💤Подпись отсылка к ебучей либерде и навальновской помойки, которые все эти долгие годы разжигали ненависть к ОМОНу на своих ебучих антироссийских митингах! К сожалению многие ебанаты, которые дрочили на Навального до сих пор не образумились. Ну ничего-образумим!
🇷🇺Слава Российскому ОМОНу, жертвующим свои жизни за нашу Безопасность!**",,,
40075,"**🤣****отличная песня и видеоряд****🤣**
**🔥****хохол, ты не нужен своей стране****🔥**
**‼️****подними руки! Сдайся и возможно продолжишь жить****‼️**",,,
40076,"⚡️Генсек НАТО Йенс Столтенберг:__ ""Если Украина откажется от боевых действий, то прекратит своё существование""

**А в случае продолжения — тем более**__",,,
40077,"**Одной из центральных улиц Днепропетровска будет присвоено имя Степана Бандеры. 

**Об этом в пятницу 9 сентября сообщил мэр города Борис Филатов.

**__Героизация ублюдков на Украине продолжается полным ходом


__💤Да вы хоть хуем назовите, все равно там скоро будут другие названия 😄**",,,
40078,"**Клуб «Мiсто» в центре Харькова: пункт размещения ""Кракена"" вместе с обитателями денацифицирован

**Клуб ""Мiсто"" находится на Клочковской, 190 именно туда, по информации местных жителей, было заселено наибольшее количество боевиков ""спецподразделения ГУР"" на время контрнаступления в Харьковской области.

💤**Эй хохлы! Извините Клуб закрыт**☠️",,,
40079,**💤Подъехало подтверждение. Свинособачья особь женского пола очень негодует💥**,,,
40080,"**⚡️Кадры с Изюмского направления демонстрируют стойкость и мужество наших морпехов. В ходе выполнения задачи хохлы отрыли по ним огонь из чего только можно. Одна мина, скинутая с БПЛА, все же попала в БМП, ребята получили ранения, но назло врагу выжили. Обещали вернуться и дать им пизды 😁

/Рожин/**",,,
40081,"**‼️🇷🇺""Панцири"" и С-300 едут сшибать самолеты ВВС Украины у Купянска и Изюма**",,,
40082,**‼️‼️‼️ПРЯМО СЕЙЧАС КАЛИБРУЮТ ДНЕПР И НИКОЛАЕВ.**,,,
40083,"**⚡️****Похоже, что происходящее сейчас в Харьковской области, и есть то самое генеральное сражение, о котором так много говорили. 

ВСУ бросили туда всё. Даже оголили Одессу. Окопы напротив Приднестровской Молдавской Республики пусты, как впрочем и по побережью. 

Провалится наступление ВСУ на Востоке - это создаст прекрасные возможности для союзных сил. А там зеленка спадёт и никакие спутники НАТО не помогут.**",,,
40084,"**‼️‼️‼️А вот и видео СОБРА ""Омега"" из под Балаклеи, которые хохлы ""убили"" ещё два дня назад.**

**💤Каждому кто молился за наших ребят, низкий поклон! Нашими молитвами парни остались живы‼️‼️‼️**",,,
40085,**‼️‼️‼️Авиация над Купянском в не себя. Утюжат хохлов просто по жести! Слышно турбовинтовые.**,,,
40086,💤Свинособаки негодуют 😁,,,
40087,"**🔥🇷🇺🇺🇦 Первые кадры пленных украинских военнослужащих взятых на Балаклейско-Изюмском направлении. По предварительным данным, многие из них сложили оружие.**",,,
40088,"Солдат ВСУ заснял свою смерть в Харьковском архиве.

На видео обнаружена работа нашей ДРГ, самоуверенный пидарас хохол, до последнего думал, что свои, но когда стал подозревать, то был ликвидирован.",,,
40089,"**🔥****🔥****🔥****Буду краток. Спасибо что Вы с нами! Теперь нас целый полк!
Любим каждого!****❤️**",,,
40090,"‼️🚀💥🔥И ночная работа реактивщиков «Отважных», которые вчера подоспели на помощь Изюмской группировке.

/Саша Коц/",,,
40091,‼️🚀💥🔥**Союзные силы уже во всю насыпают по хохлам в Балаклеи!!!!**,,,
40092,"А это сообщение выложено на странице 56-й бригады ВСУ:
""Очевидцы сообщают о стремительной переброске российских войск в Купянск и Балаклею, восточная часть которой еще за русскими.
Кинули сил не меньше нескольких бригад. Много танков и арты, насчитали три десятко ТОСов ""Солнцепек"". Еще инфа, что русские ""проспали"" наступ это вброс, резервы были рядом. Такое чувство, что нас жестоко на@бали""

Если это сообщение правдивое, то вырисовывается очень даже красивая картина. Будем ждать",,,
40093,"Хохлы, не спать ! Вам ещё наступление делать",,,
40094,"**‼️‼️‼️ХохлоСпецназ «Сокол» были разъебаны под Балаклеей. 

Увидеть ~~Париж~~ Балаклею и умереть? 😌**",,,
40095,"«Старое дерьмо умерло» — с таких слов началась программа на аргентинском ТВ. Политик Сантьяго Кунео в прямом эфире своей передачи открыл шампанское и выпил за смерть королевы Елизаветы II.

«Мы празднуем смерть каждого англичанина, который принадлежит этой пиратской, воровской, геноцидной и футбольной короне.",,,
40096,"**‼️‼️‼️ Инфа с хохлопаблика:**

Побратим вышел на связь, сказал, что они были под Купянском, но пришлось резко отступать. Что-то пошло не по плану. Говорит, русские ебашили со всех щелей.",,,
40097,"**‼️Не долго музыка хохлов играла, как я вчера и писал, это война шахмат и следующий ход за нами и мы сделали его, хохлы, вам пизда 🐷🔪**",,,
40098,"**‼️‼️‼️Инфа с хохлопаблика:**

💥Под Купянском идет замес, страшнее Балаклейского. Потери несем тяжелые. Противник аэромобильным способом перебрасывает кучу резервов, в сам город уже прибыли ""вагнеровцы"". Авиация буквально не слезает с неба. Слыша об этом на душе возникает поганое ощущение засады... Твою мать, если все это реально окажется засадой стратегического уровня...???",,,
40099,"**‼️‼️‼️На восточной части в Балаклеи в бой вступили ВДВ и Росгвардия ВСУ не могут взять город.**

**💤Че суки Перемога в зраду превращается??? Пидоры хохлоложие**",,,
40100,**‼️‼️‼️Отряды Вагнера заходят в Купянск**,,,
40101,"‼️‼️‼️❗️Сообщают из Изюма:

**«Наши взяли населённые пункты Синиха, Сеньково, Воронцовка, Федоровка, Лесная Стенка взяты в окружение союзными войсками, идет ввод боевых штурмовых соеденений и зачистка территорий изнутри и мини котлами!»**",,,
40102,"**‼️‼️‼️СРОЧНО **

Генштаб РФ включил турбо-режим.

По объективным данным (фото/видео) к Изюму и Купянску перебрасывают все что есть. 

Используются даже самые крупные в мире МИ-26, которые выгружают войска в нескольких километрах от линии столкновения‼️

Таких вертолётов на вооружении МО РФ не более 40.

По дорогам идёт более тяжелая техника из Белгорода, а так же с Луганского направления. 

**Теперь вопрос кто раньше успеет сформировать боевые порядки и займёт  ключевые точки Купянск, Оскол и Лиман. Настоящая логистическая гонка ‼️**",,,
40103,**‼️‼️‼️Центр Харькова обстреливается РСЗО**,,,
40104,"На расслабоне

Харьковское направление",,,
40105,"Позиции ВСУ, отбитые отрядами ЧВК «Вагнер» при штурме восточных окраин Бахмута (Артемовска).

Вчера на том направлении противник пытался сыграть в контратаку, но был разбит и контратакован в ответ. В итоге шесть пленных ВСУшников и продвижение «музыкантов» чуть глубже в промзону города.

Также после зачистки Кодемы постепенно развивается успех с южной стороны Бахмута. Группировка ВСУ несет потери, но пытается ухватиться буквально за каждый метр.",,,
40106,🎻С ШЕВРОНОМ ВАГНЕР ПОД ВАЛЬС ВАЛЬКИРИЙ🎼,,,
40107,Наши парни перебрасывают огромное количество техники на Харьковское направление. Грядёт сильный бой!!,,,
40108,Кадры с погибшим при обстреле Петровского района Донецка мирных жителей ВСУками,,,
40109,"Румынский военный корабль подорвался на мине в Черном море. 

Судно столкнулось с дрейфующей миной недалеко от порта Констанца, которую предполагалось обезвредить.

В результате взрыва серьезных повреждений на борту нет, экипаж корабля не пострадал. 

После начала СВО это была третья операция румынских ВМС по уничтожению морской мины

**💤 «Умные» хохлы в марте раскидали мины без грузов.**",,,
40110,"Передаём пламенный привет свинорылым ублюдкам на Балаклейском направлении, вы скоро будете умирать😏",,,
40111,"Ким Чен Ын официально провозгласил КНДР ядерной державой, подписал закон который гласит о том что Пхеньян больше не будет заниматься вопросами денуклеаризации и никогда не откажется от ядерного оружия.
 
«КНДР закрепила за собой превентивным ядерным ударом по противнику в том случае, если Пхеньян увидит угрозу для своего  государства или ее лидера Ким Чен Ына».",,,
40112,"**В Киеве появилась улица имени Джохара Дудаева. 

__Видимо, Зеленский очень-очень хочет разделить судьбу главаря ""Ичкерии""__**",,,
40113,"**__💤Знаете на что похожа эта карта?
На огромный котёл! И в ближайшее время там будет наваристый супец из свинины__**",,,
40114,"**💤Вангую, что Харьков в ближайший месяц превратится во второй Мариуполь**",,,
40115,💤DJ ВКС записывает новый ремикс 😄,,,
40116,**💤Шо то пыздануло по мыколкам!**,,,
40117,"**‼️‼️Прямо сейчас пыл свиней в Харькове, остужают ночные калибровки**",,,
40118,"**Свиналёта люфтваффле заземлили.
Опознан питух.**

**Вадик Благовистый**. Лётчик псу.
На своём Су-25 поддерживал попытку хохловского наступления на Херсонщине. 
Не послушал призыв не залазить в кабину. Улетел к бендерке... 

**💤Никто не помнит, никто не скорбит, всем похуй! Земля стекловатой и бетоном пидору недомерку!**",,,
40119,"**🔥****МЫ РАЗЪЕБЕМ ХОХЛОВ****🔥**** 
****⚡️****ВЕРЬТЕ В НАШИХ РЕБЯТ****⚡️****
****‼️****НАШЕ КОМАНДОВАНИЕ ДУМАЕТ О ЖИЗНИ КАЖДОГО БОЙЦА В ОТЛИЧИИ ОТ ХОХЛЯТСКОГО****‼️**",,,
40120,"Последствия дневного удара ВСУ по жилым кварталам в Новой Каховке в Херсонской области.

По данным количество погибших увеличилось до 6 человек.",,,
40121,"**‼️‼️‼️Поступила информация от товарищей кто находится непосредственно на одной из дорог к Купянску.

«Противник попытался к нам пройти в количестве 30 человек, видимо ДрГ или Рг +-, был уничтожен, пока у нас тихо, они пытаются отрезать дорогу, но безуспешно, но наступать хотят ибо стягивают силы, ждём»**",,,
40122,"Российская артиллерия наносит удары по скоплению живой силы и техники в районе Чугуева.

Многочисленные из логистических сетей, через которые идет переброска войск для украинского объединения в Купянск.

**💤Горите в аду черти хохлятские!**",,,
40123,"**‼️‼️‼️ВС РФ наносят массированные удары по Чугуеву, основной базе группировки ведущей наступление на Балаклею**",,,
40124,"🇷🇺🇺🇦ВСУ в Балаклеи начали поиск гражданских кто имеет Российские паспорта для расправы и привлечении к ответственности. 

💤подонки ебаные",,,
40125,"**‼️‼️‼️СРОЧНО Сводка на 22:50 - 08.09 **

1) Шевченково ВСУ занять не смогли.

2) Ночью планируется наступление ВСУ на Купянск. 

3) Восточная часть Балаклеи под контролем ВС РФ идут бои.

Неудачи на фронте, во внешней и информационной войне  это не повод перестать любить Воинов и Россию.",,,
40126,"🇭🇺 Премьер Венгрии Орбан: против России введено 11 тысяч санкций, они не увенчались успехом, а вызванные ими инфляция и дефицит энергии могут поставить Европу на колени",,,
40127,"Елизавета II скончалась в кругу семьи в возрасте 96 лет. Новым монархом станет старший сын королевы принц Чарльз. **

💤Кстати на днях к ней Трасс заезжала**",,,
40128,⚡️Над Букингемским дворцом приспущен флаг Великобритании,,,
40129,"**‼️‼️‼️Сводка на 08.09 - 20:30**

1) ВС РФ начинают оборону Купянска

2) От Балаклеи отошли до подхода резервов

3) **Балаклейско-купянская оборонительная операция продолжается**",,,
40130,"**💤В подтверждении моих слов:

**В свою очередь, командир полка «Ахмат» Апты Алаудинов через призму своего опыта, заявил: 

– «То, что сегодня происходит, было запланировано. Это является тактической уловкой, которая нам помогла вытащить все их силы и средства на территорию, где нам с ними удобно воевать. Если кто-то полагает, что руководство РФ, руководство МО не знало о том, что противник собирает силы, то эти люди ничего не понимают ни в политике, ни в военном деле.»",,,
