Index,Post,Trans,Label,Type
45001,"В Пакистане при самоподрыве смертника в провинции Хайбер-Пахтунхва погибли четверо военнослужащих ВС страны, еще семеро, в т.ч. двое мирных жителей, получили ранения. Боевик привел в действие начиненную взрывчаткой моторикшу вблизи блокпоста военных в округе Северный Вазиристан. Ответственность за взрыв пока никто не взял. В теракте подозревают группировку ""Талибан Техрик-е Пакистан"", с которой у Исламабада сохраняется довольно шаткое [перемирие](https://t.me/directorate4/12626).",,,
45002,"При проведении КТО на Западном берегу реки Иордан спецслужбы Израиля ликвидировали полевых командиров ""Бригады мучеников Аль-Аксы"" и ""Исламского джихада"". Операция прошла в г. Наблус, где в одном из жилых домов скрывались подозреваемые. На предложение сдаться боевики ответили огнем. При перестрелке с силовиками трое палестинцев были нейтрализованы. Отмечается, что около шестидесяти человек, пытавшихся поддержать заблокированных боевиков, получили ранения. Среди военнослужащих ЦАХАЛ потерь нет. По данным минобороны Израиля, ликвидированные находились в розыске за организацию терактов в регионе.",,,
45003,"В Ираке при попытке задержания силовиками смертник Исламского государства совершил самоподрыв. Инцидент произошел в ночь с 8 на 9 августа в провинции Дияла. Военнослужащие окружили джихадиста и попытались захватить его живым, однако боевик привел в действие закрепленное на теле СВУ. По версии военных, исламист планировал совершить теракт в шиитском храме во время религиозных мероприятий по случаю дня Ашура.

Днем ранее правительственные войска совместно с ""Хашд Аш-Шааби"" объявили о начале масштабной КТО в провинции Дияла.",,,
45004,"В северной Сирии при ударе БПЛА ВС Турции в провинции Эль-Хасака погибли четыре человека. По предварительным данным, целью военных стало укрепление арабо-курдских сил неподалеку от г. Эль-Камышлы. Отмечается, что выпущенная беспилотником ракета взорвалась в опасной близости от ковидного госпиталя. 
 
С начала 2022 года в северо-восточной части Сирии турецкие дроны нанесли пятьдесят ударов. При налетах погибли сорок человек, более семидесяти получили ранения. Подавляющее большинство жертв ударов - представители ""Сирийских демократических сил"".",,,
45005,"В США на скамье подсудимых оказался американский военнослужащий, по чьей вине в Сирии пострадали четверо коллег. Инцидент [произошел](https://t.me/directorate4/12179) 7 апреля 2022 года в провинции Дейр-Эз-Зор. Тогда сообщалось, что в расположенный на нефтегазовом месторождении ""Умар"" американский гарнизон попали два реактивных снаряда. Пентагон предположил, что к нападению имеют отношение проиранские группировки.

Однако, как выяснилось при расследовании, к происшествию причастен техник-сержант 75-го дивизиона авиабазы Хилл Девид Дезван. **По версии следствия, военнослужащий, заложил взрывное устройство на территории воинской части и привел его в действие.** Сержанту предъявили обвинения за неисполнение служебных обязанностей, уничтожение военного имущества, несанкционированный доступ к служебному компьютеру, получение секретной информации и нападению при отягчающих обстоятельствах. Его мотивы устанавливаются. Открытые слушания пройдут 23 августа.",,,
45006,"В Мали при нападении террористов в области Гао погибли четверо военнослужащих ВС страны и двое мирных жителей, еще несколько человек получили ранения. Инцидент произошел накануне в н.п. Тессит, По свидетельствам очевидцев, расправившись с силовиками боевики захватили поселение, а затем задержали и увезли в неизвестном направлении сотрудничавших с властями вождей племен. Минобороны Мали утверждает, что военные нейтрализовали угрозу и ликвидировали пятерых нападавших. Ответственность за теракт возлагают на действующее в регионе Исламское государство.

Также джихадистов подозревают в нападении на лагерь туарегов 7 августа в округе Тахабанат. По данным СМИ, от рук боевиков ИГ погибли более тридцати человек, десятки получили ранения.

Растущее число нападений МТО связывают с тем, что правительственные войска [не контролируют границу](https://t.me/directorate4/12691) с соседним Нигером.",,,
45007,"7 августа в Афганистане ликвидировано второе лицо группировки ""Талибан Техрик-е Пакистан"" (ТТП). При взрыве придорожного СВУ в округе Бармал провинции Пактика погибли один из руководителей ТТП Умар Халид Аль-Хурасани, важный участник группировки Хафиз Давлат и полевой командир Хассан. Примечательно, что в 2014 году вся троица вышла из ТТП и присягнула на верность Исламскому государству. Впрочем, уже в следующем году они вернулись в родную организацию.

8 августа стало известно о гибели в провинции Кунар главы разведки ТТП. Боевик подорвался на противопехотной мине.

Ответственность за ликвидацию высокопоставленных террористов ТТП пока никто не взял. Но несмотря на это многие наблюдатели склонны подозревать в этом спецслужбы Пакистана. Ликвидированный боевик был настроен категорически против мирных [переговоров](https://t.me/directorate4/12626) с властями Пакистана.",,,
45008,"Ресурсы ""Исламского джихада"" опубликовали видеозапись обстрела из ПЗРК 9К32М ""Стрела-2М"" самолета ВВС Израиля в небе над сектором Газа. Информации о результативности запуска зенитной ракеты нет. Примечательно, что вместо оригинального источника питания, боевики группировки используют самодельный. В Ираке при боевых действиях за г. Мосул боевики Исламского государства [переделывали](https://t.me/directorate4/495) советские ""Стрела-2"" без термобатареи в гранатометы.",,,
45009,"В северной Сирии при обстреле воинской части ВС Турции в провинции Алеппо шесть военнослужащих получили ранения. Трое пострадавших находятся в критическом состоянии. По предварительным данным, курдские силы выпустили около двадцати реактивных снарядов в направлении турецкого гарнизона. 26 июля при обстреле этого же объекта [погибли](https://t.me/directorate4/13088) два офицера ВС Турции.",,,
45010,"В сети появились слухи, что накануне при ударе БПЛА ВС США в афганской провинции Газни были [л](https://t.me/directorate4/13176)[иквидированы](https://t.me/directorate4/13176)[ ](https://t.me/directorate4/13176)два полевых командира ""Аль-Каиды на Индийском субконтиненте"" (АКИС). Представители движения ""Талибан"" опровергают информацию о том, что американцы вновь нанесли авиаудар по территории Афганистана.

Учитывая то, что АКИС, по информации бывших сотрудников афганских спецслужб, [п](https://t.me/directorate4/9433)[оддерживала](https://t.me/directorate4/9433)[ ](https://t.me/directorate4/9433)талибов вооружением и инструкторами то, выдать месторасположение представителей МТО, как это было с[ А](https://t.me/directorate4/13128)[йманом Аз-Завахири](https://t.me/directorate4/13128)[,](https://t.me/directorate4/13128) пуштунским националистам не представляет никакой сложности.",,,
